# sector=5 Eg=121.99042597770679 eta=0.065 area=25.98076211353316 Kexp=8.182999090841662 source_norm2=31.591440663221135 lattice=corrected Np=12 t1=1.0 t3=0.2 V1=10.0 V2=2.0 V3=2.0 requested_mmax=600 lanczos_steps=600 lanczos_breakdown=false residual=5.580125818511967e-13 drude_weight=-1.12656522366545
# omega Re_total Im_total Re_regular Im_regular Re_drude Im_drude
0 -4.171941669074609 -0 0.01957276467466758 -0 -4.191514433749277 -0
0.002 -4.167977065430875 -0.1294486399534261 0.01957282404434324 -0.0006009510464962748 -4.187549889475218 -0.1288476889069298
0.004 -4.156128125548761 -0.2581681289596572 0.01957300215477548 -0.001201905716362618 -4.175701127703536 -0.2569662232432945
0.006 -4.136528198899009 -0.3854430059015861 0.01957329901009533 -0.001802867633053386 -4.156101497909105 -0.3836401382685328
0.008 -4.109395388341678 -0.5105846530920503 0.01957371461721535 -0.002403840420186351 -4.128969102958894 -0.5081808126718639
0.01 -4.075026556237447 -0.6329434131205939 0.01957424898583474 -0.003004827701627487 -4.094600805223282 -0.6299385854189664
0.012 -4.033789364887095 -0.7519192362428907 0.01957490212839937 -0.003605833101568574 -4.053364267015494 -0.7483134031413221
0.014 -3.98611274091177 -0.8669705188539477 0.01957567406011218 -0.00420686024461909 -4.005688414971883 -0.8627636586093286
0.016 -3.932476209713558 -0.9776209034051185 0.01957656479898201 -0.004807912755877749 -3.95205277451254 -0.9728129906492408
0.018 -3.873398570411262 -1.083463926660814 0.01957757436576502 -0.005408994261021868 -3.892976144777027 -1.078054932399792
0.02 -3.809426374532915 -1.18416551679159 0.01957870278399239 -0.006010108386387551 -3.829005077316907 -1.178155408405202
0.022 -3.741122637006597 -1.279464442080664 0.01957995007998113 -0.006611258759053349 -3.760702587086578 -1.272853183321611
0.024 -3.669056151451136 -1.369170898631767 0.01958131628281382 -0.007212449006923751 -3.68863746773395 -1.361958449624843
0.026 -3.59379171042846 -1.453163487499938 0.01958280142436496 -0.007813682758807809 -3.613374511852825 -1.44534980474113
0.028 -3.51588145243449 -1.531384871694747 0.01958440553929679 -0.008414963644500579 -3.535465857973787 -1.522969908050246
0.03 -3.435857477694123 -1.603836421306801 0.01958612866503782 -0.009016295294880535 -3.45544360635916 -1.59482012601192
0.032 -3.354225799893694 -1.67057215308869 0.01958797084181734 -0.009617681341976689 -3.373813770735511 -1.660954471746713
0.034 -3.271461634992078 -1.731692252827689 0.0195899321126786 -0.01021912541904711 -3.291051567104757 -1.721473127408642
0.036 -3.188005973817943 -1.787336438980524 0.01959201252342512 -0.01082063116068946 -3.207597986341368 -1.776515807819835
0.038 -3.104263343458658 -1.837677388542758 0.01959421212269664 -0.01142220220288975 -3.123857555581354 -1.826255186339868
0.04 -3.020600633431338 -1.882914404886673 0.01959653096191426 -0.01202384218313383 -3.040197164393252 -1.87089056270354
0.042 -2.937346845329567 -1.923267465599635 0.01959896909532835 -0.01262555474047219 -2.956945814424895 -1.910641910859163
0.044 -2.854793617486024 -1.958971748729532 0.01960152657998769 -0.01322734351561672 -2.874395144066011 -1.945744405213915
0.046 -2.77319637728289 -1.99027270007253 0.01960420347577516 -0.01382921215101283 -2.792800580758665 -1.976443487921517
0.048 -2.692775981099723 -2.017421673296559 0.01960699984539815 -0.01443116429093074 -2.712382980945121 -2.002990509005628
0.05 -2.613720713627113 -2.04067214925963 0.01960991575440294 -0.01503320358154025 -2.633330629381516 -2.025638945678089
0.052 -2.536188532722307 -2.060276520865785 0.01961295127115468 -0.015635333671016 -2.555801483993462 -2.044641187194769
0.054 -2.460309461743549 -2.076483414876723 0.01961610646688298 -0.01623755820959507 -2.479925568210432 -2.060245856667128
0.056 -2.386188047274835 -2.08953551172149 0.01961938141565485 -0.01683988084968354 -2.40580742869049 -2.072695630871807
0.058 -2.31390581552923 -2.09966781786086 0.01962277619440847 -0.01744230524592039 -2.333528591723639 -2.08222551261494
0.06 -2.243523674943353 -2.107106341971859 0.01962629088293434 -0.01804483505528604 -2.263149965826287 -2.089061506916573
0.062 -2.175084225209512 -2.112067125444116 0.01962992556390496 -0.01864747393716468 -2.194714150773416 -2.093419651506951
0.064 -2.108613944072113 -2.114755578803889 0.01963368032287538 -0.01925022555343913 -2.128247624394988 -2.09550535325045
0.066 -2.044125232607525 -2.115366078160633 0.01963755524828303 -0.01985309356858066 -2.063762787855809 -2.095512984592052
0.068 -1.98161830747234 -2.114081779149094 0.01964155043145661 -0.02045608164973807 -2.001259857903797 -2.093625697499356
