# sector=1 Eg=122.01561719326835 eta=0.065 area=25.98076211353316 Kexp=8.368802132821067 source_norm2=31.531927744182084 lattice=corrected Np=12 t1=1.0 t3=0.2 V1=10.0 V2=2.0 V3=2.0 requested_mmax=600 lanczos_steps=600 lanczos_breakdown=false residual=4.4443920928254345e-13 drude_weight=-1.7242301191436145
# omega Re_total Im_total Re_regular Im_regular Re_drude Im_drude
0 -6.378583949515394 -0 0.03661090975881577 -0 -6.41519485927421 -0
0.002 -6.372515776114254 -0.1983225196615047 0.03661127057137794 -0.001118610532716 -6.409127046685632 -0.1972039091287887
0.004 -6.354379931890271 -0.3955290752738806 0.03661235305043479 -0.002237242354452529 -6.390992284940706 -0.3932918329194281
0.006 -6.324380510699964 -0.5905246553429849 0.03661415732011013 -0.003355916756516546 -6.360994668020074 -0.5871687385864683
0.008 -6.282851323042057 -0.7822553327737833 0.03661668358735156 -0.004474655034779198 -6.319468006629409 -0.7777806777390042
0.01 -6.23024672229355 -0.9697268099435872 0.03661993214194824 -0.005593478491971754 -6.266866654435499 -0.9641333314516154
0.012 -6.167129422446421 -1.152020714742061 0.0366239033566313 -0.006712408439959052 -6.203753325803052 -1.145308306302102
0.014 -6.09415590365498 -1.328308128029582 0.03662859768714537 -0.007831466202047431 -6.130784501342125 -1.320476661827535
0.016 -6.012060088418921 -1.497859991045443 0.03663401567247235 -0.008950673115254279 -6.048694104091394 -1.488909317930189
0.018 -5.921636008350833 -1.660054219657897 0.03664015793484197 -0.01007005053263314 -5.958276166285676 -1.649984169125264
0.02 -5.823720170589366 -1.814379526216127 0.03664702518004691 -0.011189619825538 -5.860367195769413 -1.803189906390589
0.022 -5.719174279749719 -1.960436106306575 0.03665461819751763 -0.01230940238597251 -5.755828897947237 -1.948126703920603
0.024 -5.608868884766605 -2.097933477214308 0.036662937860667 -0.01342941962885393 -5.645531822627272 -2.084504057585455
0.026 -5.493668410799015 -2.226685851364786 0.03667198512702866 -0.01454969299436851 -5.530340395926044 -2.212136158370417
0.028 -5.374417915630088 -2.346605489284471 0.03668176103861665 -0.01567024395026067 -5.411099676668704 -2.33093524533421
0.03 -5.251931787996603 -2.457694503864389 0.03669226672213639 -0.01679109399420201 -5.288624054718739 -2.440903409870187
0.032 -5.1269844905968 -2.560035584772361 0.03670350338939551 -0.01791226465608048 -5.163687993986195 -2.542123320116281
0.034 -5.000303349523347 -2.653782084319949 0.0367154723375594 -0.01903377750039779 -5.037018821860906 -2.634748306819551
0.036 -4.872563308555851 -2.739147860377747 0.03672817494958991 -0.02015565412858024 -4.909291483505441 -2.718992206249167
0.038 -4.744383502922521 -2.816397214542144 0.03674161269461544 -0.02127791618135804 -4.781125115617136 -2.795119298360786
0.04 -4.616325462731517 -2.885835200639525 0.03675578712831672 -0.02240058534116545 -4.653081249859834 -2.86343461529836
0.042 -4.488892729799934 -2.947798514828654 0.03677069989342689 -0.02352368333448173 -4.525663429693361 -2.924274831494172
0.044 -4.362531660659731 -3.002647117914492 0.0367863527201647 -0.02464723193425537 -4.399318013379895 -2.977999885980236
0.046 -4.237633190190922 -3.050756685737885 0.03680274742672992 -0.02577125296231578 -4.274435937617652 -3.024985432775569
0.048 -4.114535341593327 -3.092511936301503 0.03681988591985057 -0.02689576829177158 -4.151355227513178 -3.065616168009731
0.05 -3.993526286374756 -3.128300843364898 0.03683777019528581 -0.02802079984948011 -4.030364056570042 -3.100280043515418
0.052 -3.874847780145802 -3.15850971560586 0.03685640233847271 -0.02914636961844081 -3.911704182484274 -3.129363345987419
0.054 -3.758698824133906 -3.183519097603142 0.03687578452504037 -0.03027249964032447 -3.795574608658947 -3.153246597962817
0.056 -3.645239426778472 -3.203700433014801 0.03689591902149265 -0.03139921201790929 -3.682135345799964 -3.172301220996892
0.058 -3.534594363303621 -3.219413420400501 0.036916808185842 -0.03252652891759526 -3.571511171489463 -3.186886891482906
0.06 -3.426856852935324 -3.231003987098325 0.03693845446832304 -0.03365447257188139 -3.463795307403647 -3.197349514526443
0.062 -3.322092092919653 -3.238802805382958 0.03696086041205351 -0.03478306528194575 -3.359052953331707 -3.204019740101012
