# sector=8 Eg=122.00274652003696 eta=0.065 area=25.98076211353316 Kexp=8.222745360559758 source_norm2=31.887421557609606 lattice=corrected Np=12 t1=1.0 t3=0.2 V1=10.0 V2=2.0 V3=2.0 requested_mmax=600 lanczos_steps=600 lanczos_breakdown=false residual=4.720779065430332e-13 drude_weight=-1.696843116447516
# omega Re_total Im_total Re_regular Im_regular Re_drude Im_drude
0 -6.287413124812156 -0 0.02588526660879308 -0 -6.31329839142095 -0
0.002 -6.281441566359893 -0.1948653585866532 0.02588539125503062 -0.0007937598908094377 -6.307326957614924 -0.1940715986958438
0.004 -6.263594476193883 -0.388632465236525 0.02588576520048472 -0.001587527304563897 -6.289480241394368 -0.3870449379319611
0.006 -6.234072706524899 -0.5802236877637037 0.02588638846536329 -0.00238130976460243 -6.259959094990263 -0.5778423779991013
0.008 -6.193204765905105 -0.768601825809007 0.02588726108335614 -0.003175114795042601 -6.219092026988461 -0.7654267110139644
0.01 -6.141437791176631 -0.9527883613486062 0.02588838310163773 -0.003968949921180261 -6.167326174278268 -0.948819411427426
0.012 -6.07932555870671 -1.131879495892191 0.02588975458088666 -0.004762822669865759 -6.105215313287597 -1.127116673222326
0.014 -6.007514121747762 -1.305059463074564 0.02589137559526256 -0.005556740569912939 -6.033405497343025 -1.299502722504651
0.016 -5.926725745901771 -1.471610770754753 0.02589324623246481 -0.00635071115247965 -5.952618992134235 -1.465260059602273
0.018 -5.83774185120223 -1.63092120226418 0.02589536659366299 -0.007144741951471416 -5.863637217795893 -1.623776460312709
0.02 -5.741385658612523 -1.782487577551961 0.02589773679364294 -0.007938840503909776 -5.767283395406166 -1.774548737048051
0.022 -5.63850518641444 -1.925916429031174 0.02590035696069692 -0.008733014350358595 -5.664405543375136 -1.917183414680815
0.024 -5.529957156798574 -2.060921874371401 0.02590322723673402 -0.009527271035286767 -5.555860384035308 -2.051394603336114
0.026 -5.416592265516681 -2.187321063425055 0.02590634777724181 -0.01032161810748598 -5.442498613293923 -2.176999445317569
0.028 -5.299242148638042 -2.305027636765112 0.02590971875135975 -0.01111606312044652 -5.325151867389402 -2.293911573644665
0.03 -5.178708260390538 -2.414043660124646 0.02591334034185543 -0.01191061363277285 -5.204621600732393 -2.402133046491874
0.032 -5.05575276320326 -2.514450496137035 0.02591721274520984 -0.01270527720855768 -5.081669975948469 -2.501745218928477
0.034 -4.931091431669586 -2.606399047673189 0.02592133617161776 -0.0135000614177901 -4.957012767841204 -2.592898986255399
0.036 -4.805388490160901 -2.690099762086186 0.02592571084498801 -0.01429497383677058 -4.831314201005889 -2.675804788249415
0.038 -4.679253241009559 -2.765812729194311 0.02593033700305606 -0.01509002204847424 -4.705183578012615 -2.750722707145836
0.04 -4.553238296476619 -2.833838143719275 0.02593521489737441 -0.0158852136429715 -4.579173511373993 -2.817952930076304
0.042 -4.427839201667427 -2.894507340084798 0.02594034479333674 -0.01668055621784229 -4.453779546460764 -2.877826783866955
0.044 -4.303495224783248 -2.948174547796307 0.02594572697028524 -0.01747605737853169 -4.329440951753533 -2.930698490417776
0.046 -4.18059109274211 -2.995209461743812 0.0259513617214624 -0.01827172473882282 -4.206542454463572 -2.976937737004989
0.048 -4.059459461283542 -3.035990675315163 0.02595724935415368 -0.01906756592117229 -4.085416710637695 -3.016923109393991
0.05 -3.940383926353612 -3.070899985898147 0.02596339018966151 -0.01986358855716711 -3.966347316543274 -3.05103639734098
0.052 -3.823602405327415 -3.100317552200555 0.02596978456340827 -0.02065980028789675 -3.849572189890823 -3.079657751912658
0.054 -3.709310740365557 -3.124617860338046 0.02597643282496419 -0.02145620876438296 -3.735287173190522 -3.103161651573664
0.056 -3.597666400262161 -3.144166440011291 0.02598333533809886 -0.02225282164799096 -3.62364973560026 -3.1219136183633
0.058 -3.488792180302568 -3.159317262325272 0.02599049248086999 -0.02304964661081931 -3.514782672783438 -3.136267615714452
0.06 -3.382779821073634 -3.170410745846248 0.02599790464566533 -0.02384669133612605 -3.408777725719299 -3.146564054510122
0.062 -3.279693486349621 -3.177772296326607 0.02600557223924002 -0.02464396351877124 -3.305699058588861 -3.153128332807836
