# qx  qy  N(q)  [BZ grid 24x36, Np=4]
0.000000  0.000000  0.00000000
0.000000  0.201533  0.01107901
0.000000  0.403067  0.04044091
0.000000  0.604600  0.07811572
0.000000  0.806133  0.11224905
0.000000  1.007666  0.13395249
0.000000  1.209200  0.14060830
0.000000  1.410733  0.13618510
0.000000  1.612266  0.12852663
0.000000  1.813799  0.12498515
0.000000  2.015333  0.12852663
0.000000  2.216866  0.13618510
0.000000  2.418399  0.14060830
0.000000  2.619932  0.13395249
0.000000  2.821466  0.11224905
0.000000  3.022999  0.07811572
0.000000  3.224532  0.04044091
0.000000  3.426065  0.01107901
0.000000  3.627599  0.00000000
0.000000  3.829132  0.01107901
0.000000  4.030665  0.04044091
0.000000  4.232199  0.07811572
0.000000  4.433732  0.11224905
0.000000  4.635265  0.13395249
0.000000  4.836798  0.14060830
0.000000  5.038332  0.13618510
0.000000  5.239865  0.12852663
0.000000  5.441398  0.12498515
0.000000  5.642931  0.12852663
0.000000  5.844465  0.13618510
0.000000  6.045998  0.14060830
0.000000  6.247531  0.13395249
0.000000  6.449064  0.11224905
0.000000  6.650598  0.07811572
0.000000  6.852131  0.04044091
0.000000  7.053664  0.01107901
0.261799  -0.151150  0.01395823
0.261799  0.050383  0.02490571
0.261799  0.251917  0.05383136
0.261799  0.453450  0.09081079
0.261799  0.654983  0.12416848
0.261799  0.856516  0.14526209
0.261799  1.058050  0.15168612
0.261799  1.259583  0.14749712
0.261799  1.461116  0.14046380
0.261799  1.662649  0.13773129
0.261799  1.864183  0.14201305
0.261799  2.065716  0.15014811
0.261799  2.267249  0.15471973
0.261799  2.468782  0.14796125
0.261799  2.670316  0.12606892
0.261799  2.871849  0.09182200
0.261799  3.073382  0.05418255
0.261799  3.274916  0.02495388
0.261799  3.476449  0.01395823
0.261799  3.677982  0.02490571
0.261799  3.879515  0.05383136
0.261799  4.081049  0.09081079
0.261799  4.282582  0.12416848
0.261799  4.484115  0.14526209
0.261799  4.685648  0.15168612
0.261799  4.887182  0.14749712
0.261799  5.088715  0.14046380
0.261799  5.290248  0.13773129
0.261799  5.491781  0.14201305
0.261799  5.693315  0.15014811
0.261799  5.894848  0.15471973
0.261799  6.096381  0.14796125
0.261799  6.297914  0.12606892
0.261799  6.499448  0.09182200
0.261799  6.700981  0.05418255
0.261799  6.902514  0.02495388
0.523599  -0.302300  0.04964259
0.523599  -0.100767  0.06014027
0.523599  0.100767  0.08732934
0.523599  0.302300  0.12123849
0.523599  0.503833  0.15091015
0.523599  0.705366  0.16893567
0.523599  0.906900  0.17414087
0.523599  1.108433  0.17125976
0.523599  1.309966  0.16785473
0.523599  1.511499  0.17002846
0.523599  1.713033  0.17902451
0.523599  1.914566  0.19037277
0.523599  2.116099  0.19601253
0.523599  2.317633  0.18839596
0.523599  2.519166  0.16461191
0.523599  2.720699  0.12852904
0.523599  2.922232  0.08986133
