# sector_k  q  N_proj(q)  [proj ED TiltedLat30 Np=13 V1=10.0 V2=2.0 V3=2.0]
0  0  0.00000000
0  1  0.15949720
0  2  0.03648585
0  3  0.02886514
0  4  0.04777271
0  5  0.04560997
0  6  0.03552288
0  7  0.00891657
0  8  0.00891657
0  9  0.03552288
0  10  0.04560997
0  11  0.04777271
0  12  0.02886514
0  13  0.03648585
0  14  0.15949720
1  0  0.00000000
1  1  0.15653277
1  2  0.03862400
1  3  0.01724394
1  4  0.04037228
1  5  0.06283336
1  6  0.04398050
1  7  0.04680154
1  8  0.05737544
1  9  0.04118794
1  10  0.05543704
1  11  0.04717240
1  12  0.03896955
1  13  0.03963059
1  14  0.14149997
2  0  0.00000000
2  1  0.12621132
2  2  0.01656047
2  3  0.02650972
2  4  0.03589754
2  5  0.06573330
2  6  0.03815526
2  7  0.07795979
2  8  0.07081051
2  9  0.02944863
2  10  0.08264098
2  11  0.05935958
2  12  0.04435562
2  13  0.02846673
2  14  0.12651414
3  0  0.00000000
3  1  0.13123230
3  2  0.02959705
3  3  0.04039410
3  4  0.06206068
3  5  0.07872772
3  6  0.03729213
3  7  0.03659120
3  8  0.02932414
3  9  0.04803204
3  10  0.09787667
3  11  0.07059509
3  12  0.03723335
3  13  0.04474879
3  14  0.15123637
4  0  0.00000000
4  1  0.14333572
4  2  0.03904230
4  3  0.04766961
4  4  0.06737422
4  5  0.07033878
4  6  0.03683983
4  7  0.01281202
4  8  0.01691146
4  9  0.04087453
4  10  0.07076573
4  11  0.06822676
4  12  0.05311246
4  13  0.04374719
4  14  0.14262885
5  0  0.00000000
5  1  0.14204733
5  2  0.04229375
5  3  0.03468097
5  4  0.03272459
5  5  0.06100511
5  6  0.04315172
5  7  0.06673009
5  8  0.08337822
5  9  0.04798051
5  10  0.04597971
5  11  0.02569962
5  12  0.04908423
5  13  0.04146737
5  14  0.12612708
6  0  0.00000000
6  1  0.11854028
6  2  0.04024739
6  3  0.05041926
6  4  0.02323787
6  5  0.05436860
6  6  0.04450462
6  7  0.09536742
6  8  0.08092626
6  9  0.03894573
6  10  0.06491257
6  11  0.02612142
6  12  0.03743316
6  13  0.03883955
6  14  0.12864729
7  0  0.00000000
7  1  0.13888692
7  2  0.05630643
7  3  0.08143607
7  4  0.08044493
7  5  0.08315886
7  6  0.04383935
7  7  0.02378491
7  8  0.01859064
7  9  0.04270507
7  10  0.08741851
7  11  0.08029915
7  12  0.07531657
7  13  0.05702681
7  14  0.14335268
8  0  0.00000000
8  1  0.14335268
8  2  0.05702681
8  3  0.07531657
8  4  0.08029915
8  5  0.08741851
8  6  0.04270507
8  7  0.01859064
8  8  0.02378491
8  9  0.04383935
8  10  0.08315886
8  11  0.08044493
8  12  0.08143607
8  13  0.05630643
8  14  0.13888692
9  0  0.00000000
9  1  0.12864729
9  2  0.03883955
9  3  0.03743316
9  4  0.02612142
9  5  0.06491257
9  6  0.03894573
9  7  0.08092626
9  8  0.09536742
9  9  0.04450462
9  10  0.05436860
9  11  0.02323787
9  12  0.05041926
9  13  0.04024739
9  14  0.11854028
10  0  0.00000000
10  1  0.12612708
10  2  0.04146737
10  3  0.04908423
10  4  0.02569962
10  5  0.04597971
10  6  0.04798051
10  7  0.08337822
10  8  0.06673009
10  9  0.04315172
10  10  0.06100511
10  11  0.03272459
10  12  0.03468097
10  13  0.04229375
10  14  0.14204733
11  0  0.00000000
11  1  0.14262885
11  2  0.04374719
11  3  0.05311246
11  4  0.06822676
11  5  0.07076573
11  6  0.04087453
11  7  0.01691146
11  8  0.01281202
11  9  0.03683983
11  10  0.07033878
11  11  0.06737422
11  12  0.04766961
11  13  0.03904230
11  14  0.14333572
12  0  0.00000000
12  1  0.15123637
12  2  0.04474879
12  3  0.03723335
12  4  0.07059509
12  5  0.09787667
12  6  0.04803204
12  7  0.02932414
12  8  0.03659120
12  9  0.03729213
12  10  0.07872772
12  11  0.06206068
12  12  0.04039410
12  13  0.02959705
12  14  0.13123230
13  0  0.00000000
13  1  0.12651414
13  2  0.02846673
13  3  0.04435562
13  4  0.05935958
13  5  0.08264098
13  6  0.02944863
13  7  0.07081051
13  8  0.07795979
13  9  0.03815526
13  10  0.06573330
13  11  0.03589754
13  12  0.02650972
13  13  0.01656047
13  14  0.12621132
14  0  0.00000000
14  1  0.14149997
14  2  0.03963059
14  3  0.03896955
14  4  0.04717240
14  5  0.05543704
14  6  0.04118794
14  7  0.05737544
14  8  0.04680154
14  9  0.04398050
14  10  0.06283336
14  11  0.04037228
14  12  0.01724394
14  13  0.03862400
14  14  0.15653277
