# sector_k  q  N_proj(q)  [proj ED RectLat4x6 Np=4 V1=0.0 t3=0.2]
0  0  0.00000000
0  1  0.12980646
0  2  0.04166667
0  3  0.07088090
0  4  0.18750000
0  5  0.07968610
0  6  0.13194444
0  7  0.18027833
0  8  0.10416667
0  9  0.09978451
0  10  0.14821629
0  11  0.05811785
1  0  0.00000000
1  1  0.10034368
1  2  0.03472222
1  3  0.10034368
1  4  0.14583333
1  5  0.09553722
1  6  0.11924703
1  7  0.21936601
1  8  0.10416667
1  9  0.16468774
1  10  0.06488296
1  11  0.05811785
2  0  0.00000000
2  1  0.26125232
2  2  0.00000000
2  3  0.20232675
2  4  0.20833333
2  5  0.07088090
2  6  0.06944444
2  7  0.12980646
2  8  0.12500000
2  9  0.04931264
2  10  0.08571629
2  11  0.04931264
3  0  0.00000000
3  1  0.19470969
3  2  0.03472222
3  3  0.13578413
3  4  0.14583333
3  5  0.06890197
3  6  0.05674703
3  7  0.14003142
3  8  0.10416667
3  9  0.11421587
3  10  0.12738296
3  11  0.08475309
4  0  0.00000000
4  1  0.20068736
4  2  0.00000000
4  3  0.20068736
4  4  0.08333333
4  5  0.12019354
4  6  0.04404962
4  7  0.17911910
4  8  0.08333333
4  9  0.17911910
4  10  0.04404962
4  11  0.12019354
5  0  0.00000000
5  1  0.13578413
5  2  0.03472222
5  3  0.19470969
5  4  0.10416667
5  5  0.08475309
5  6  0.12738296
5  7  0.11421587
5  8  0.14583333
5  9  0.14003142
5  10  0.05674703
5  11  0.06890197
6  0  0.00000000
6  1  0.13062616
6  2  0.10416667
6  3  0.10116338
6  4  0.20833333
6  5  0.10632134
6  6  0.11111111
6  7  0.19470969
6  8  0.12500000
6  9  0.09978451
6  10  0.06488296
6  11  0.05811785
7  0  0.00000000
7  1  0.23096984
7  2  0.09722222
7  3  0.20150705
7  4  0.14583333
7  5  0.07088090
7  6  0.05674703
7  7  0.15446278
7  8  0.10416667
7  9  0.11421587
7  10  0.06488296
7  11  0.06009677
8  0  0.00000000
8  1  0.13062616
8  2  0.10416667
8  3  0.10116338
8  4  0.18750000
8  5  0.10632134
8  6  0.13194444
8  7  0.19470969
8  8  0.10416667
8  9  0.09978451
8  10  0.08571629
8  11  0.05811785
9  0  0.00000000
9  1  0.23096984
9  2  0.09722222
9  3  0.20150705
9  4  0.14583333
9  5  0.09553722
9  6  0.05674703
9  7  0.12980646
9  8  0.10416667
9  9  0.08955955
9  10  0.06488296
9  11  0.08475309
10  0  0.00000000
10  1  0.00000000
10  2  0.00000000
10  3  0.00000000
10  4  0.20833333
10  5  0.14176179
10  6  0.19444444
10  7  0.25961292
10  8  0.12500000
10  9  0.15025638
10  10  0.08571629
10  11  0.06692305
11  0  0.00000000
11  1  0.10034368
11  2  0.03472222
11  3  0.10034368
11  4  0.14583333
11  5  0.13097767
11  6  0.11924703
11  7  0.15446278
11  8  0.10416667
11  9  0.09978451
11  10  0.06488296
11  11  0.09355829
