# 15 态等权光电导统计量；eta=0.065 M=600
# omega mean_Re_total mean_Im_total mean_Re_regular mean_Im_regular mean_Re_drude mean_Im_drude std_Re_total std_Im_total std_Re_regular std_Im_regular std_Re_drude std_Im_drude min_Re_total min_Im_total min_Re_regular min_Im_regular min_Re_drude min_Im_drude max_Re_total max_Im_total max_Re_regular max_Im_regular max_Re_drude max_Im_drude
0 -6.969462241415619 0 0.1852962075289822 0 -7.154758448944602 0 2.842427915086592 0 0.1690568108297284 0 3.007168283402268 0 -10.45256840067541 -0 0.0406356638640279 -0 -10.86061155086712 -0 -4.023078758537009 -0 0.4080431501917099 -0 -4.065574116359461 -0
0.002 -6.96266533348717 -0.2249205769002136 0.1853257865863574 -0.004982388590258974 -7.147991120073529 -0.2199381883099547 2.839550037107411 0.09669469063609466 0.1690918858232898 0.004346852958511139 3.004323953032535 0.09244073701638564 -10.44222046660522 -0.3445772804922627 0.04063660694799927 -0.01072069462971238 -10.85033904053289 -0.3338565858625503 -4.01923222994651 -0.1262592447010516 0.408118573927667 -0.001229372875605539 -4.061728692745028 -0.1249762674690778
0.004 -6.942351167455433 -0.448597332246802 0.1854145592106705 -0.009965595221195655 -7.127765726666102 -0.4386317370256063 2.830948555887609 0.1928671886730135 0.1691971539595994 0.008694644972013183 2.995823154297236 0.184358347956753 -10.41129283841429 -0.6872673232113944 0.04063943651820559 -0.02144346015422618 -10.81963777467898 -0.6658238630571682 -4.007736166622665 -0.2518113024965881 0.4083449362646981 -0.002458796447534469 -4.050235944734432 -0.2492452889067342
0.006 -6.90874725945813 -0.6698098119392465 0.1855626318328683 -0.01495043735853875 -7.094309891290999 -0.6548593745807074 2.816719022893774 0.2880051224955334 0.1693727447968522 0.01304431438034283 2.981761557703493 0.2752395284033993 -10.36013076366199 -1.026218360606647 0.040644153529676 -0.03217036604241871 -10.7688532744458 -0.994047994564228 -3.98871991020165 -0.3759622649960275 0.4087225107838172 -0.00368832142564742 -4.031225215118218 -0.3721130967801431
0.008 -6.862225725302086 -0.887383381452292 0.185770182086802 -0.01993773131212147 -7.047995907388889 -0.8674456501401708 2.797017715631342 0.3816153777350993 0.1696188745691911 0.01739679808574848 2.962295639397199 0.3645902325411935 -10.28929891096109 -1.359648176134416 0.04065075957494527 -0.04290347889708768 -10.69855066505329 -1.316744697237328 -3.962395008398492 -0.498044260720357 0.4092517540922004 -0.004917998546858236 -4.004908053536657 -0.4929117604352808
0.01 -6.803293048745181 -1.100209908242785 0.1860374591833598 -0.02492829163839356 -6.989330507928542 -1.075281616604391 2.772057337017511 0.4732327897026382 0.16993584664375 0.02175303081029482 2.937638380895857 0.4519443662916703 -10.19956583828117 -1.685875498675 0.0406592568854519 -0.05364486097242813 -10.60949914506672 -1.632230637702572 -3.929049401212313 -0.6174272078962469 0.4099333067855538 -0.006147878588635997 -3.97157240268641 -0.6110111388748324
0.012 -6.732576494299295 -1.307265935828302 0.1863647844351863 -0.02992293052347472 -6.918941278734479 -1.277343005304827 2.74210130435505 0.5624277815472118 0.1703240521614777 0.02611394432903125 2.908053558565936 0.5368714261967883 -10.09188336762546 -2.003347589397244 0.04066964833298792 -0.06439656864275775 -10.50265136242013 -1.938951020754486 -3.889039700520902 -0.7335291419453922 0.4107679947946755 -0.007378012382781619 -3.931574877916851 -0.7258292082308033
0.014 -6.650807829607012 -1.507627770081112 0.1867525519335774 -0.03492245713390811 -6.837560381540587 -1.472705312947203 2.707456907431194 0.6488127045841824 0.1707839708637908 0.0304804666642993 2.873848902369279 0.6189828405103062 -9.967361875594978 -2.310663141468107 0.04068193743204655 -0.07516065078973726 -10.37911870672101 -2.23550249067837 -3.842781940969736 -0.8458247884086476 0.4117568311260297 -0.00860845082885239 -3.885331518122308 -0.836840634672497
0.016 -6.558805118933496 -1.700483085745963 0.1872012293795896 -0.0399276769304347 -6.746006348313085 -1.660555408815529 2.668467655820082 0.7320467160329523 0.1713161721074371 0.03485352123449286 2.835368443957727 0.6979368477434407 -9.827242655830075 -2.606589897578124 0.0406961283430794 -0.08593914709791875 -10.24014367382583 -2.520650750480205 -3.790741234891517 -0.9538521585657916 0.4129010179957592 -0.009839244907656938 -3.833307440664745 -0.9435833700097832
0.018 -6.457453390719185 -1.88513886011018 0.1877113590699874 -0.04493939093779387 -6.645164749789172 -1.840199469172386 2.625505152871014 0.8118391130102238 0.1719213160687789 0.03923402594872826 2.792984391596963 0.7734418315191589 -9.67286857216004 -2.890076692197092 0.0407122258748833 -0.09673408623654574 -10.0870705215242 -2.793342605960547 -3.733420787516479 -1.057217058045069 0.4142019493641569 -0.01107044569535517 -3.776005856587981 -1.045663160285902
0.02 -6.347684969993987 -2.061025634661083 0.1882835590418939 -0.04995839495773519 -6.53596852903588 -2.011067239703348 2.578960828758854 0.8879511231206894 0.1726001551418249 0.04362289223268376 2.747088864297207 0.8452581120914481 -9.505654202862111 -3.16025991982218 0.04073023548929814 -0.1075474839027743 -9.92131541673807 -3.052712435919406 -3.671350721835172 -1.155595508903642 0.4156612138759588 -0.01230210437670578 -3.71395689548513 -1.142755967841579
0.022 -6.230460207155372 -2.227698280163417 0.188918524378063 -0.05498547872133164 -6.419378731533434 -2.172712801442086 2.529237840051431 0.9601962253758362 0.1733535355322432 0.04802102397968419 2.698085792604499 0.9131982682661379 -9.327056586412411 -3.416464695505929 0.04075016330471904 -0.1183813407087373 -9.744337184628067 -3.298083354797192 -3.605077128779331 -1.248734184868841 0.4172805982156559 -0.01353427225921295 -3.647706655684588 -1.234608406539399
0.024 -6.10674923810067 -2.384833585006009 0.1896170286751993 -0.06002142496568862 -6.296366266775867 -2.324812160040321 2.476743402684037 1.028439135863673 0.1741823990510164 0.05242931640950417 2.646383252942008 0.9771261241632031 -9.138547532618215 -3.65820119317168 0.0407720161014428 -0.1292376398801358 -9.557609623497932 -3.528963553291544 -3.535151703544699 -1.336449041496979 0.4190620908797173 -0.01476700078677854 -3.57780684057878 -1.321036371906011
0.026 -5.977515288927195 -2.532225094274153 0.1903799256802219 -0.06506700843118675 -6.167895214607415 -2.467158085842966 2.421881774048282 1.092593637827444 0.17508778511275 0.05684865483002931 2.592386451208852 1.036954580483541 -8.94158827815702 -3.885156810569898 0.04079580132720022 -0.1401183447536512 -9.362596164540619 -3.745038465816247 -3.462122259683879 -1.418622384147506 0.4210078863835981 -0.01600034155356532 -3.504805272723674 -1.40192210908947
0.028 -5.843699903763049 -2.669775695316789 0.191208151096393 -0.0701229947619529 -6.034908054859441 -2.599652700554836 2.365048043309522 1.152619464513185 0.176070832942073 0.06127991328053477 2.53649151474837 1.092642498660836 -8.737607061167642 -4.097184913417951 0.04082152710231268 -0.1510253960336117 -9.160727451070787 -3.946159517384339 -3.386524336083097 -1.495198655494978 0.4231203899031447 -0.01723434631818099 -3.429237500822265 -1.477210000354206
0.03 -5.706210338224095 -2.797488475975397 0.1921027245643824 -0.07519013930379245 -5.898313062788477 -2.722298336671605 2.306622831877991 1.208518455931066 0.1771327839934433 0.06572395304939636 2.479080194609675 1.144190859050619 -8.527979982980348 -4.294290957409449 0.04084920222688401 -0.1619607087868387 -8.953382205348989 -4.13233024862261 -3.308874034618288 -1.566179241567503 0.4254022223686406 -0.01846906701754334 -3.35161963738902 -1.546901371102624
0.032 -5.565909233087139 -2.915456378355551 0.1930647518225476 -0.08026918578462888 -5.758973984909687 -2.835187192570922 2.246967952199888 1.260330209287732 0.1782749845901505 0.07018162104831323 2.420515526266828 1.191638412931362 -8.31401533092847 -4.476616781796674 0.04087883618754921 -0.1729261691459593 -8.741871556946766 -4.303690612650716 -3.229662153608844 -1.631616593439351 0.427856226018296 -0.01970455578118372 -3.272442492211607 -1.61104861155033
0.034 -5.423606570123574 -3.023851140307015 0.194095427049989 -0.0853608648623827 -5.617701997173563 -2.938490275444634 2.186423025691878 1.308127429936755 0.1794988887864872 0.07465374802456833 2.361138449614307 1.235057035182868 -8.096941365184875 -4.644423821610742 0.04091043916492435 -0.1839236306766536 -8.527426835609287 -4.460500190934089 -3.149349618173879 -1.691607944250433 0.4304854704244118 -0.02094086494536175 -3.19216700271673 -1.669748893728751
0.036 -5.280053819119094 -3.12291196580213 0.195196035398374 -0.090465892530917 -5.475249854517468 -3.032446073271213 2.125303021587026 1.352011168272489 0.1808060614611268 0.07914114659907799 2.301265350004452 1.274546963079389 -7.877897431524377 -4.798075908220137 0.04094402204209389 -0.194954910388395 -8.311190690529536 -4.603120997831742 -3.068364155801274 -1.746288872258231 0.4332932590051582 -0.02217804706752227 -3.111220909548764 -1.723137734519315
0.038 -5.135940113923364 -3.212934301384935 0.1963679557169518 -0.09558496836444347 -5.332308069640315 -3.117349333020491 2.063896648546566 1.392106101080149 0.1821981816461768 0.08364460910766447 2.241186452174031 1.31023207973251 -7.657928153860036 -4.938022230740195 0.04097959641294469 -0.2060217843401636 -8.094211289894792 -4.732000446400032 -2.987098124988425 -1.795826924254049 0.4362831360347562 -0.02341615494083126 -3.029996585221155 -1.771382619052367
0.04 -4.991890245844544 -3.294259025472864 0.1976126634757884 -0.1007187735834281 -5.189502909320331 -3.193540251889436 2.002465510074525 1.42855598626926 0.1836770460987619 0.08816490522381686 2.181164978090056 1.342255371132343 -7.437980385218488 -5.064780923955819 0.0410171745919227 -0.2171259827962481 -7.877439279384302 -4.847654941159571 -2.905907376671165 -1.840415473677443 0.4394588941658145 -0.0246552416084349 -2.948849895556862 -1.814676858804223
0.042 -4.84846423317816 -3.367262286114055 0.1989317338932943 -0.1058679689294229 -5.047395967071456 -3.261394317184632 1.941243922364646 1.461519390004951 0.1852445731225656 0.09270277934729759 2.121436967335879 1.37077465581703 -7.218902551002084 -5.178923640381626 0.04105676962366793 -0.2282691849020418 -7.661727133480309 -4.950654455479584 -2.825111011381184 -1.880267947314534 0.4428245824782248 -0.02589536037867262 -2.868099956857359 -1.853233818277063
0.044 -4.706158213450226 -3.43234615514778 0.200326845272537 -0.1110331923200644 -4.906485058722763 -3.321312962827716 1.880439288081583 1.491165756805039 0.186902806644297 0.09725894772498142 2.062211653526146 1.395958657771545 -7.001445999849458 -5.281061361365845 0.04109839529383096 -0.2394530128055544 -7.447830514918612 -5.041608348560291 -2.744991888131028 -1.915612516027761 0.4463845150691549 -0.02713656483943424 -2.788029644800961 -1.88728160571142
0.046 -4.565406406816292 -3.489930205671747 0.2017997825530417 -0.1162150562719116 -4.767206189369334 -3.373715149399835 1.82023292036082 1.517671867523185 0.188653920554067 0.1018340952869689 2.003672291022643 1.417983467492947 -6.78626798023415 -5.371831609505816 0.0411420661400848 -0.2506790251985031 -7.236411260434248 -5.121152584307313 -2.665797742088624 -1.94668731027293 0.4501432802000978 -0.02837890887344172 -2.708886712130377 -1.917058288584575
0.048 -4.426583911619492 -3.540444067056503 0.203352441082444 -0.121414145061227 -4.629936352701937 -3.419029921995277 1.760781216597991 1.541218707993302 0.1905002233143872 0.1064288721626692 1.945977331501697 1.437029414032023 -6.57393588000882 -5.451887144671786 0.04118779746425776 -0.2619487101940099 -7.028041630021989 -5.189938434477776 -2.587742775235568 -1.973736191239578 0.4541057500131689 -0.02962244667321994 -2.630885379325888 -1.942807664732964
0.05 -4.290010113146466 -3.584320968340273 0.2049868306142692 -0.1266310116012466 -4.494996943760735 -3.457689956739027 1.70221709002109 1.561988752871214 0.1924441628459073 0.1110438898503457 1.889261858345663 1.453278352573587 -6.364932396513133 -5.521886160070645 0.04123560534444639 -0.2732634774954572 -6.823209487347743 -5.248622682575188 -2.511009595593602 -1.997005083784104 0.4582770908346097 -0.03086723275664559 -2.55420827384665 -1.964775595266654
0.052 -4.155952511283465 -3.621992246661536 0.206705079536415 -0.1318661740056332 -4.362657590819879 -3.490126072655903 1.644651577412155 1.580163654838805 0.1944883316950929 0.1156797170030807 1.833639197196505 1.466911357757204 -6.159661342305531 -5.582483942879731 0.04128550664890522 -0.2846246497738212 -6.622324116382388 -5.29785929310591 -2.435751394614126 -2.016738857908158 0.462662774076857 -0.03211332198188904 -2.479008607536257 -1.983206886029006
