# sector=3 Eg=892.771480754498 eta=0.065 area=25.98076211353316 Kexp=4.50154137051726 source_norm2=33.29909176495052 lattice=corrected Np=13 t1=1.0 t3=0.2 V1=100.0 V2=0.0 V3=0.0 requested_mmax=600 lanczos_steps=600 lanczos_breakdown=false residual=3.652055568930841e-12 drude_weight=-1.096641491064803
# omega Re_total Im_total Re_regular Im_regular Re_drude Im_drude
0 -4.039399082181802 -0 0.04078069071297584 -0 -4.080179772894778 -0
0.002 -4.03553886245585 -0.1266582161925832 0.04078167206305236 -0.001232968976617008 -4.076320534518902 -0.1254252472159662
0.004 -4.0240018821274 -0.252606698094537 0.04078461645322647 -0.002465990489575432 -4.064786498580626 -0.2501407076049616
0.006 -4.004917947632673 -0.3771490376314573 0.04078952490439285 -0.003699117089574239 -4.045707472537066 -0.373449920541883
0.008 -3.978499366905967 -0.4996149571743793 0.04079639911884873 -0.004932401355940552 -4.019295766024816 -0.4946825558184388
0.01 -3.945035114699114 -0.6193721045541865 0.04080524148133392 -0.006165895911040665 -3.985840356180447 -0.6132062086431458
0.012 -3.904883084439351 -0.7358364176503484 0.04081605506177812 -0.007399653434755103 -3.94569913950113 -0.7284367642155932
0.014 -3.858460805892299 -0.8484807281114883 0.0408288436169604 -0.008633726678724724 -3.89928964950926 -0.8398470014327636
0.016 -3.806235062916576 -0.9568413806679912 0.04084361159367508 -0.009868168480852603 -3.847078674510251 -0.9469732121871386
0.018 -3.748710869210846 -1.060522757936576 0.04086036413284271 -0.01110303177986259 -3.789571233343688 -1.049419726156714
0.02 -3.686420253031062 -1.159199711200187 0.04087910707281611 -0.0123383696297626 -3.727299360103879 -1.146861341570424
0.022 -3.619911268033629 -1.252617997210522 0.04089984695478463 -0.01357423521444367 -3.660811114988413 -1.239043761996078
0.024 -3.549737592367681 -1.340592903423724 0.04092259102753582 -0.01481068186241269 -3.590660183395217 -1.325782221561311
0.026 -3.476449008690262 -1.423006305439019 0.04094734725351284 -0.01604776306150921 -3.517396355943775 -1.40695854237751
0.028 -3.400582980991104 -1.499802439374855 0.04097412431543198 -0.01728553247357823 -3.441557105306536 -1.482516906901277
0.03 -3.322657466519731 -1.570982689246209 0.04100293162279369 -0.01852404394965931 -3.363660398142525 -1.55245864529655
0.032 -3.243165028163462 -1.636599687536627 0.04103377931995175 -0.01976335154479241 -3.284198807483414 -1.616836335991834
0.034 -3.162568248388512 -1.696751009644065 0.04106667829434239 -0.0210035095330339 -3.203634926682854 -1.675747500111032
0.036 -3.081296392866916 -1.751572713805632 0.04110164018514657 -0.02224457242295102 -3.122398033052062 -1.729328141382681
0.038 -2.99974323131774 -1.801232941603608 0.04113867739286808 -0.02348659497279127 -3.040881908710608 -1.777746346630817
0.04 -2.918265894846898 -1.845925754012925 0.04117780308965728 -0.02472963220581399 -2.959443697936555 -1.821196121807111
0.042 -2.837184632232967 -1.885865337356108 0.0412190312301219 -0.02597373942611215 -2.878403663463089 -1.859891597929996
0.044 -2.756783320642656 -1.921280674957753 0.04126237656241453 -0.02721897223432095 -2.79804569720507 -1.894061702723432
0.046 -2.677310587320699 -1.95241074547011 0.04130785464120593 -0.028465386543224 -2.718618441961905 -1.923945358926886
0.048 -2.598981405965245 -1.979500278819533 0.04135548183999831 -0.02971303859412238 -2.640336887805244 -1.949787240225411
0.05 -2.521979042922145 -2.002796075962992 0.04140527536490828 -0.03096198497295078 -2.563384318287054 -1.971834090990041
0.052 -2.446457242398064 -2.022543879160397 0.04145725326948389 -0.03221228262635934 -2.487914495667547 -1.990331596534038
