# operator_convention: H_A(k)=H(k+A_x*xhat); Jx=dH/dA_x; Kxx=d2H/dA_x2
# omega Re_sigma_exact Im_sigma_exact Re_sigma_L Im_sigma_L Re_reg_exact Im_reg_exact Re_reg_L Im_reg_L
0.471 0.040158252521088844 -0.515535253651463 0.04015825252108972 -0.5155352536514626 0.11708500790959271 0.041887850779080214 0.11708500790959389 0.04188785077908291
0.472 0.03955418964662834 -0.514960991988068 0.039554189646629906 -0.5149609919880659 0.11616138972969779 0.04132513784591321 0.11616138972969967 0.04132513784591751
0.473 0.038967989339029424 -0.5144098045138656 0.038967989339030215 -0.5144098045138639 0.11525760866423325 0.04074388688338683 0.11525760866423435 0.04074388688339065
0.474 0.038399770182725515 -0.5138809082936497 0.03839977018272635 -0.5138809082936504 0.11437376716682568 0.040144854328865165 0.1143737671668268 0.04014485432886672
0.475 0.03784962682234104 -0.5133735424014864 0.037849626822341886 -0.5133735424014859 0.11350994391460778 0.03952877481123208 0.11350994391460892 0.039528774811234756
0.476 0.03731763179993644 -0.5128869679950759 0.037317631799937315 -0.5128869679950737 0.11266619564349652 0.03889636107468712 0.1126661956434977 0.03889636107469147
0.477 0.036803837313927 -0.5124204683041707 0.036803837313927446 -0.5124204683041707 0.11184255890517251 0.038248303988507884 0.11184255890517325 0.038248303988510035
0.478 0.03630827689959566 -0.511973348541606 0.0363082768995967 -0.511973348541605 0.11103905174568032 0.037585272634216405 0.11103905174568166 0.03758527263421959
0.479 0.03583096703162397 -0.511544935744926 0.035830967031625666 -0.5115449357449211 0.11025567530607344 0.03690791446217085 0.11025567530607543 0.03690791446217787
0.48 0.03537190864948246 -0.5111345785561752 0.03537190864948277 -0.5111345785561769 0.10949241534594496 0.03621685551000931 0.10949241534594555 0.03621685551000979
0.481 0.034931088606906316 -0.5107416469468796 0.03493108860690726 -0.5107416469468793 0.10874924369106882 0.035512700675922895 0.10874924369107007 0.03551270067592552
0.482 0.034508481046998635 -0.510365531894583 0.03450848104699979 -0.5103655318945809 0.10802611960669457 0.03479603404039287 0.108026119606696 0.03479603404039714
0.483 0.03410404870474294 -0.5100056450171194 0.03410404870474344 -0.5100056450171194 0.10732299109827557 0.03406741923020778 0.10732299109827635 0.03406741923020989
0.484 0.033717744138940464 -0.5096614181700732 0.033717744138941394 -0.5096614181700709 0.10663979614164722 0.03332739981931258 0.10663979614164842 0.03332739981931685
0.485 0.03334951089576042 -0.5093323030125074 0.03334951089576135 -0.5093323030125069 0.10597646384484169 0.03257649976140669 0.1059764638448429 0.03257649976140929
0.486 0.03299928460620248 -0.5090177705457087 0.03299928460620305 -0.5090177705457076 0.10533291554383901 0.031815223849542856 0.10533291554383986 0.03181522384954606
0.487 0.03266699401990415 -0.5087173106291046 0.032666994019904735 -0.5087173106291041 0.10470906583468625 0.03104405819857045 0.10470906583468713 0.031044058198573088
0.488 0.03235256197776322 -0.508430431477326 0.03235256197776411 -0.5084304314773234 0.10410482354445495 0.03026347074645193 0.10410482354445613 0.03026347074645673
0.489 0.032055906325914874 -0.5081566591418378 0.03205590632591547 -0.5081566591418368 0.10352009264357578 0.029473911771026377 0.10352009264357666 0.02947391177102955
0.49 0.03177694077360989 -0.5078955369803706 0.03177694077361044 -0.5078955369803695 0.10295477310209658 0.028675814418990583 0.10295477310209741 0.028675814418993764
0.491 0.03151557569754326 -0.5076466251169515 0.03151557569754432 -0.5076466251169477 0.10240876169241299 0.027869595244295123 0.10240876169241432 0.02786959524430096
0.492 0.0312717188951772 -0.5074094998950905 0.03127171889517773 -0.5074094998950893 0.10188195274101484 0.02705565475340376 0.10188195274101565 0.027055654753406936
0.493 0.031045276289549367 -0.5071837533264315 0.031045276289549645 -0.5071837533264315 0.10137423883173945 0.02623437795510245 0.10137423883174 0.026234377955104554
0.494 0.030836152588045354 -0.5069689925367883 0.030836152588046048 -0.5069689925367873 0.10088551146300963 0.025406134912940314 0.1008855114630106 0.025406134912943443
0.495 0.0306442518975278 -0.5067648392114121 0.030644251897528632 -0.5067648392114111 0.1004156616614496 0.024571281298453908 0.10041566166145072 0.024571281298457013
0.496 0.030469478298176825 -0.5065709290409958 0.030469478298177213 -0.5065709290409947 0.09996458055423202 0.02373015894367162 0.09996458055423268 0.023730158943674782
0.497 0.0303117363783168 -0.5063869111697481 0.03031173637831726 -0.5063869111697471 0.09953215990243182 0.022883096391562004 0.09953215990243253 0.022883096391565154
0.498 0.030170931732426937 -0.5062124476467184 0.03017093173242795 -0.5062124476467156 0.09911829259758324 0.022030409443248463 0.09911829259758452 0.02203040944325315
0.499 0.0300469714244663 -0.506047212881298 0.030046971424466565 -0.506047212881298 0.09872287312357107 0.02117240170106035 0.09872287312357161 0.02117240170106243
0.5 0.029939764418542167 -0.505890893103777 0.02993976441854264 -0.505890893103776 0.09834579798588414 0.02030936510654582 0.09834579798588487 0.020309365106548943
0.501 0.029849221978889437 -0.5057431858315576 0.029849221978890228 -0.5057431858315545 0.0979869661101986 0.019441580472840496 0.09798696611019965 0.019441580472845717
0.502 0.02977525804101956 -0.5056037993416239 0.0297752580410197 -0.5056037993416228 0.09764627921214972 0.01856931801079666 0.09764627921215012 0.018569318010799814
0.503 0.029717789555824783 -0.5054724521496594 0.029717789555825685 -0.5054724521496546 0.0973236421400769 0.01769283784847617 0.09732364214007808 0.017692837848482957
0.504 0.029676736808339266 -0.5053488724960805 0.029676736808339724 -0.5053488724960794 0.09701896319244369 0.016812390543744532 0.09701896319244441 0.016812390543747634
0.505 0.02965202371274797 -0.505232797839307 0.029652023712748263 -0.5052327978393047 0.09673215441152333 0.015928217589640033 0.09673215441152387 0.015928217589644217
0.506 0.02964357808518829 -0.5051239743562181 0.02964357808518875 -0.505123974356216 0.09646313185489451 0.015040551912571795 0.09646313185489523 0.01504055191257595
0.507 0.02965133189576001 -0.5050221564499957 0.029651331895760538 -0.5050221564499936 0.0962118158461627 0.014149618363145178 0.09621181584616349 0.014149618363149314
0.508 0.029675221501112126 -0.5049271062651961 0.029675221501112486 -0.504927106265194 0.09597813120627516 0.013255634199770341 0.09597813120627578 0.013255634199774489
0.509 0.029715187858866426 -0.5048385932100076 0.029715187858866482 -0.5048385932100092 0.09576200746668967 0.012358809565100595 0.09576200746668999 0.012358809565101082
0.51 0.02977117672507762 -0.5047563934855129 0.029771176725078924 -0.5047563934855046 0.09556337906559595 0.011459347955477112 0.09556337906559752 0.011459347955487443
0.511 0.02984313883584308 -0.5046802896216619 0.029843138835843608 -0.5046802896216593 0.09538218552830313 0.010557446683677944 0.09538218552830392 0.010557446683682572
0.512 0.029931030074077214 -0.5046100700199003 0.029931030074077325 -0.5046100700198998 0.09521837163280779 0.009653297335023679 0.09521837163280818 0.009653297335026253
0.513 0.03003481162244756 -0.5045455285018307 0.030034811622447796 -0.5045455285018302 0.09507188756153935 0.00874708621746305 0.09507188756153984 0.008747086217465606
0.514 0.030154450103326874 -0.5044864638638209 0.030154450103327207 -0.5044864638638189 0.09494268904013699 0.007838994805723741 0.09494268904013757 0.007838994805727846
0.515 0.030289917706597003 -0.5044326794370351 0.030289917706597363 -0.5044326794370321 0.09483073746409378 0.006929200180054672 0.0948307374640944 0.006929200180059807
0.516 0.030441192306046014 -0.5043839826525195 0.030441192306046125 -0.5043839826525194 0.09473600001400889 0.006017875459924288 0.09473600001400925 0.006017875459926328
0.517 0.03060825756503921 -0.5043401846108918 0.03060825756503928 -0.5043401846108907 0.09465844976012863 0.005105190233127053 0.09465844976012895 0.0051051902331301306
0.518 0.03079110303208285 -0.5043010996561282 0.03079110303208306 -0.5043010996561257 0.09459806575679476 0.004191310980806676 0.09459806575679522 0.004191310980811285
0.519 0.030989724226826013 -0.5042665449530235 0.030989724226826443 -0.5042665449530214 0.09455483312734543 0.003276401498816291 0.09455483312734611 0.003276401498820344
0.52 0.031204122716989025 -0.5042363400677722 0.031204122716989316 -0.5042363400677702 0.09452874313995673 0.0023606233159693796 0.09452874313995727 0.002360623315973443
0.521 0.03143430618664894 -0.5042103065511434 0.031434306186649136 -0.5042103065511424 0.09451979327485535 0.0014441361097110568 0.0945197932748558 0.0014441361097140928
0.522 0.03168028849624324 -0.504188267523726 0.031680288496243325 -0.5041882675237255 0.0945279872832632 0.000527098119726624 0.09452798728326353 0.0005270981197291552
0.523 0.03194208973459928 -0.504170047262683 0.03194208973459918 -0.504170047262683 0.09455333523838143 -0.000390333439943545 0.09455333523838157 -0.0003903334399415084
0.524 0.03221973626323828 -0.5041554707894538 0.03221973626323843 -0.5041554707894528 0.09459585357866221 -0.00130800196972861 0.09459585357866261 -0.001308001969725586
0.525 0.03251326075314262 -0.5041443634578134 0.03251326075314257 -0.5041443634578139 0.09465556514355716 -0.0022257510736960217 0.09465556514355736 -0.00222575107369451
0.526 0.03282270221411588 -0.5041365505417563 0.03282270221411588 -0.5041365505417542 0.09473249920187139 -0.0031434241485348317 0.09473249920187163 -0.0031434241485307777
0.527 0.033148106016817995 -0.504131856822528 0.033148106016817704 -0.5041318568225279 0.09482669147280552 -0.004060863971675277 0.09482669147280548 -0.004060863971673233
0.528 0.03348952390748079 -0.5041301061743324 0.033489523907480126 -0.5041301061743358 0.09493818413969074 -0.004977912288073098 0.09493818413969032 -0.004977912288074571
0.529 0.03384701401527451 -0.5041311211480087 0.03384701401527444 -0.5041311211480082 0.09506702585638717 -0.005894409394953431 0.09506702585638735 -0.005894409394950913
0.53 0.03422064085222897 -0.5041347225521151 0.03422064085222855 -0.504134722552115 0.09521327174624918 -0.006810193723950365 0.095213271746249 -0.006810193723948319
0.531 0.03461047530553606 -0.5041407290308824 0.034610475305536056 -0.5041407290308814 0.09537698339348415 -0.0077251014201066125 0.09537698339348437 -0.00772510142010361
0.532 0.035016594622045864 -0.5041489566383333 0.03501659462204587 -0.5041489566383317 0.09555822882671675 -0.008638965917026922 0.095558228826717 -0.008638965917023421
0.533 0.035439082384658226 -0.5041592184080523 0.03543908238465811 -0.5041592184080513 0.09575708249446041 -0.009551617507674469 0.09575708249446054 -0.009551617507671462
0.534 0.03587802848029032 -0.5041713239179793 0.035878028480290494 -0.5041713239179767 0.09597362523217627 -0.010462882910177784 0.09597362523217667 -0.010462882910173308
0.535 0.03633352905901813 -0.5041850788496316 0.03633352905901819 -0.5041850788496286 0.09620794422051755 -0.011372584828059426 0.09620794422051784 -0.011372584828054444
0.536 0.03680568648392906 -0.5042002845412116 0.036805686483928804 -0.5042002845412105 0.09646013293429631 -0.012280541504337026 0.09646013293429628 -0.012280541504334016
0.537 0.03729460927116613 -0.5042167375339989 0.03729460927116636 -0.5042167375339964 0.0967302910816527 -0.013186566268902168 0.09673029108165315 -0.013186566268897724
0.538 0.03780041201957067 -0.5042342291114476 0.037800412019570746 -0.5042342291114456 0.09701852453283394 -0.014090467078591615 0.09701852453283424 -0.014090467078587661
0.539 0.0383232153292581 -0.5042525448305107 0.03832321532925786 -0.5042525448305087 0.09732494523791677 -0.014992046049479688 0.09732494523791675 -0.014992046049475703
0.54 0.0388631457084029 -0.5042714640445917 0.038863145708402456 -0.5042714640445904 0.0976496711327501 -0.015891098980784116 0.09764967113274987 -0.015891098980781105
0.541 0.039420335467422726 -0.5042907594176494 0.03942033546742272 -0.5042907594176484 0.09799282603230691 -0.016787414869920938 0.09799282603230715 -0.01678741486991799
0.542 0.039994922599684964 -0.5043101964289591 0.039994922599684526 -0.504310196428959 0.09835453951056929 -0.017680775418200578 0.09835453951056908 -0.017680775418198572
0.543 0.04058705064777378 -0.5043295328680789 0.04058705064777323 -0.5043295328680778 0.09873494676598368 -0.018570954526725386 0.09873494676598336 -0.018570954526722385
0.544 0.041196868554284796 -0.5043485183195575 0.04119686855428477 -0.5043485183195556 0.09913418847145426 -0.019457717782016156 0.09913418847145446 -0.019457717782012232
0.545 0.04182453049601731 -0.5043668936370315 0.0418245304960169 -0.5043668936370309 0.09955241060774347 -0.020340821931019798 0.0995524106077433 -0.020340821931017314
0.546 0.04247019570035926 -0.5043843904063282 0.04247019570035857 -0.5043843904063277 0.09998976427907504 -0.021220014345115654 0.09998976427907458 -0.02122001434511314
0.547 0.04313402824256722 -0.5044007303972518 0.04313402824256703 -0.5044007303972518 0.1004464055096418 -0.022095032472793413 0.10044640550964183 -0.022095032472791452
0.548 0.043816196822547254 -0.5044156250038098 0.04381619682254678 -0.5044156250038092 0.10092249501962375 -0.02296560328076487 0.1009224950196235 -0.022965603280762394
0.549 0.0445168745196505 -0.5044287746726785 0.04451687451965034 -0.5044287746726752 0.1014181979792302 -0.02383144268330544 0.10141819797923027 -0.02383144268330007
0.55 0.04523623852390297 -0.5044398683197354 0.045236238523902926 -0.5044398683197334 0.1019336837391854 -0.024692254959653246 0.10193368373918558 -0.024692254959649357
0.551 0.04597446984197607 -0.5044485827346397 0.045974469841975917 -0.5044485827346381 0.10246912553596392 -0.025547732159450266 0.10246912553596399 -0.025547732159446862
0.552 0.046731752976117334 -0.504454581973419 0.04673175297611649 -0.5044545819734179 0.10302470016999524 -0.026397553496178883 0.10302470016999461 -0.026397553496175893
0.553 0.04750827557413807 -0.5044575167392139 0.04750827557413803 -0.5044575167392125 0.10360058765493407 -0.027241384728749513 0.10360058765493425 -0.027241384728746137
0.554 0.04830422804846013 -0.5044570237513385 0.04830422804845953 -0.5044570237513384 0.10419697083599859 -0.028078877531395218 0.10419697083599821 -0.028078877531393234
0.555 0.04911980316209911 -0.5044527251030322 0.04911980316209851 -0.5044527251030296 0.10481403497525366 -0.028909668852251016 0.10481403497525328 -0.028909668852246613
0.556 0.04995519557936956 -0.5044442276082634 0.04995519557936898 -0.5044442276082642 0.10545196730162441 -0.029733380260975644 0.10545196730162405 -0.029733380260974634
0.557 0.05081060137895889 -0.50443112213826 0.050810601378958736 -0.5044311221382575 0.10611095652328721 -0.030549617286092623 0.10611095652328728 -0.03054961728608829
0.558 0.05168621752693572 -0.5044129829483714 0.05168621752693448 -0.5044129829483728 0.10679119230000292 -0.03135796874265611 0.1067911923000019 -0.031357968742655506
0.559 0.05258224130710772 -0.5043893669963143 0.052582241307106634 -0.5043893669963136 0.10749286467280811 -0.03215800605129098 0.10749286467280723 -0.03215800605128848
0.56 0.05349886970607766 -0.5043598132527034 0.053498869706077444 -0.5043598132527005 0.1082161634484123 -0.03294928254951266 0.1082161634484123 -0.032949282549507866
0.561 0.05443629875019344 -0.5043238420052906 0.054436298750192895 -0.5043238420052895 0.10896127753549724 -0.033731332796745464 0.1089612775354969 -0.03373133279674256
0.562 0.05539472279151372 -0.5042809541583626 0.055394722791513244 -0.5042809541583597 0.1097283942300395 -0.03450367187449364 0.10972839423003923 -0.034503671874488835
0.563 0.05637433373980265 -0.5042306305289721 0.05637433373980234 -0.5042306305289711 0.11051769844666988 -0.035265794683337535 0.11051769844666978 -0.03526579468333466
0.564 0.057375320237463084 -0.5041723311421205 0.05737532023746255 -0.5041723311421185 0.1113293718929789 -0.03601717523887565 0.11132937189297858 -0.0360171752388718
0.565 0.058397866774252426 -0.504105494527061 0.05839786677425154 -0.504105494527058 0.11216359218361249 -0.03675726596877741 0.11216359218361181 -0.03675726596877259
0.566 0.05944215273852991 -0.5040295370173855 0.059442152738529555 -0.5040295370173868 0.1130205318909064 -0.03748549701361488 0.11302053189090626 -0.037485497013614394
0.567 0.06050835140173807 -0.5039438520577982 0.060508351401737215 -0.5039438520577986 0.11390035752876213 -0.03820127553437312 0.11390035752876147 -0.03820127553437162
0.568 0.06159662883276821 -0.5038478095208001 0.0615966288327671 -0.503847809520799 0.11480322846641405 -0.03890398502986423 0.11480322846641315 -0.038903985029861296
0.569 0.06270714273883399 -0.5037407550370455 0.0627071427388334 -0.5037407550370426 0.11572929576871183 -0.0395929846678073 0.11572929576871145 -0.03959298466780254
0.57 0.06384004122946063 -0.5036220093433532 0.06384004122946042 -0.5036220093433531 0.11667870095952523 -0.04026760863355595 0.11667870095952523 -0.04026760863355407
0.571 0.06499546150023221 -0.5034908676529629 0.06499546150023094 -0.5034908676529609 0.11765157470491423 -0.04092716550106398 0.11765157470491318 -0.040927165501060105
0.572 0.06617352843297516 -0.5033465990529331 0.06617352843297372 -0.5033465990529297 0.11864803541274188 -0.041570937630985946 0.11864803541274066 -0.041570937630980645
0.573 0.06737435310913414 -0.5031884459342584 0.06737435310913366 -0.5031884459342583 0.11966818774548647 -0.04219818060149094 0.1196681877454862 -0.042198180601489034
0.574 0.06859803123321856 -0.5030156234606742 0.06859803123321752 -0.5030156234606736 0.12071212104313075 -0.04280812267775732 0.12071212104312992 -0.04280812267775489
0.575 0.06984464146336322 -0.5028273190826719 0.06984464146336175 -0.5028273190826708 0.12177990765317213 -0.043399964326670065 0.12177990765317087 -0.04339996432666712
0.576 0.07111424364623475 -0.5026226921039672 0.07111424364623406 -0.502622692103967 0.12287160116498475 -0.04397287778396734 0.12287160116498426 -0.04397287778396543
0.577 0.07240687695380395 -0.5024008733081068 0.07240687695380302 -0.5024008733081058 0.1239872345460541 -0.04452600668151701 0.12398723454605338 -0.044526006681514144
0.578 0.07372255791980173 -0.5021609646536388 0.07372255791980048 -0.5021609646536362 0.1251268181779016 -0.04505846574315066 0.12512681817790056 -0.04505846574314636
0.579 0.07506127837407975 -0.5019020390468854 0.07506127837407942 -0.5019020390468858 0.12629033778991966 -0.04556934055809608 0.12629033778991952 -0.045569340558094674
0.58 0.07642300327354232 -0.501623140202062 0.07642300327354157 -0.5016231402020614 0.12747775228978456 -0.04605768744174675 0.127477752289784 -0.04605768744174437
0.581 0.07780766842887771 -0.5013232825991021 0.07780766842887646 -0.501323282599102 0.12868899148967455 -0.046522533394133425 0.1286889914896735 -0.046522533394131454
0.582 0.07921517812692092 -0.5010014515503514 0.07921517812692011 -0.5010014515503498 0.1299239537281255 -0.04696287616725802 0.1299239537281249 -0.04696287616725472
0.583 0.0806454026492192 -0.5006566033878694 0.08064540264921896 -0.5006566033878657 0.131182503388095 -0.04737768445302956 0.13118250338809498 -0.047377684453024024
0.584 0.08209817568818978 -0.5002876657838683 0.08209817568818834 -0.5002876657838681 0.1324644683126247 -0.04776589820433004 0.13246446831262346 -0.04776589820432806
0.585 0.08357329166318733 -0.49989353821744853 0.08357329166318714 -0.49989353821744525 0.13376963712041784 -0.04812642910237398 0.13376963712041784 -0.04812642910236893
0.586 0.08507050293986679 -0.49947309260135747 0.08507050293986651 -0.49947309260135647 0.13509775642471814 -0.04845816118408225 0.13509775642471805 -0.04845816118407949
0.587 0.08658951695736858 -0.499025174083341 0.08658951695736727 -0.49902517408333763 0.1364485279600163 -0.04875995164404541 0.1364485279600152 -0.04875995164404025
0.588 0.08812999326918929 -0.49854860203688384 0.0881299932691877 -0.4985486020368804 0.13782160562244775 -0.04903063182586888 0.13782160562244636 -0.0490306318258637
0.589 0.08969154050500919 -0.4980421712569445 0.08969154050500863 -0.4980421712569444 0.13921659243115247 -0.04926900841850767 0.13921659243115211 -0.049269008418505796
0.59 0.09127371326232854 -0.4975046533764799 0.09127371326232663 -0.49750465337648153 0.14063303741944913 -0.049473864873385405 0.1406330374194474 -0.049473864873385204
0.591 0.0928760089384897 -0.4969347985199244 0.09287600893848831 -0.49693479851992145 0.14207043246640014 -0.04964396305846178 0.14207043246639894 -0.049643963058457106
0.592 0.09449786451549666 -0.49633133720998546 0.09449786451549619 -0.49633133720998446 0.14352820908117958 -0.04977804516561177 0.1435282090811793 -0.04977804516560901
0.593 0.09613865331204408 -0.4956929825441648 0.09613865331204335 -0.4956929825441633 0.14500573515465554 -0.04987483588772488 0.145005735154655 -0.04987483588772165
0.594 0.0977976817193082 -0.49501843265714013 0.09779768171930636 -0.4950184326571386 0.1465023116947396 -0.0499330448816594 0.14650231169473796 -0.049933044881656063
0.595 0.09947418593928942 -0.4943063734849721 0.09947418593928865 -0.49430637348497325 0.14801716956429295 -0.0499513695330168 0.14801716956429237 -0.049951369533016286
0.596 0.10116732874689247 -0.49355548184642956 0.10116732874689136 -0.4935554818464299 0.149549466242775 -0.04992849803802985 0.14954946624277407 -0.049928498038028395
0.597 0.10287619629939351 -0.4927644288558975 0.10287619629939196 -0.49276442885589467 0.15109828263528394 -0.049863112817026954 0.15109828263528258 -0.04986311281702231
0.598 0.10459979501951812 -0.4919318836812905 0.10459979501951784 -0.49193188368128904 0.1526626199552129 -0.04975389427289843 0.15266261995521282 -0.049753894272895276
0.599 0.10633704858097791 -0.49105651765895597 0.10633704858097742 -0.49105651765895497 0.15424139670936957 -0.049599524906546705 0.15424139670936926 -0.04959952490654398
0.6 0.1080867950279796 -0.4901370087757026 0.10808679502797768 -0.4901370087757024 0.15583344581707292 -0.04939869379945665 0.15583344581707118 -0.04939869379945467
0.601 0.10984778406287027 -0.4891720465261141 0.1098477840628686 -0.4891720465261117 0.15743751189739083 -0.049150101471547074 0.15743751189738936 -0.0491501014715429
0.602 0.11161867453870937 -0.4881603371506556 0.111618674538709 -0.48816033715065466 0.15905224876130908 -0.04885246511980914 0.15905224876130888 -0.04885246511980644
0.603 0.11339803219608341 -0.487100609257229 0.11339803219608154 -0.4871006092572287 0.16067621714814742 -0.04850452424038908 0.16067621714814573 -0.048504524240387106
0.604 0.11518432768587372 -0.48599161982536093 0.11518432768587171 -0.48599161982535843 0.16230788274793326 -0.04810504663330008 0.16230788274793143 -0.04810504663329587
0.605 0.11697593492187727 -0.4848321605884723 0.1169759349218764 -0.48483216058847306 0.16394561455363288 -0.047652834785208605 0.16394561455363219 -0.04765283478520764
0.606 0.11877112980909822 -0.48362106478538186 0.11877112980909654 -0.48362106478538164 0.16558768358905765 -0.047146732621452456 0.16558768358905615 -0.04714673262145053
0.607 0.12056808939513788 -0.48235721426733 0.12056808939513579 -0.4823572142673293 0.16723226205987304 -0.0465856326135725 0.16723226205987113 -0.046585632613570085
0.608 0.12236489149326849 -0.4810395469418415 0.12236489149326782 -0.4810395469418418 0.16887742297629557 -0.04596848322368058 0.16887742297629507 -0.0459684832236792
0.609 0.12415951482648065 -0.4796670645289331 0.1241595148264785 -0.47966706452893415 0.17052114029676774 -0.045294296661166356 0.17052114029676577 -0.04529429666116571
0.61 0.12594983974190305 -0.4782388405992654 0.12594983974190094 -0.4782388405992669 0.17216128964200936 -0.04456215692134462 0.17216128964200744 -0.044562156921344416
0.611 0.1277336495444613 -0.47675402885747475 0.12773364954446062 -0.47675402885747464 0.173795649628312 -0.04377122806927785 0.17379564962831154 -0.04377122806927604
0.612 0.12950863249734706 -0.4752118716272587 0.129508632497346 -0.4752118716272581 0.175421903867648 -0.042920762725348484 0.1754219038676471 -0.0429207627253462
0.613 0.13127238453478154 -0.47361170848796275 0.13127238453477955 -0.47361170848796247 0.1770376436800773 -0.042010110702327554 0.17703764368007546 -0.04201011070232561
0.614 0.1330224127295635 -0.4719529850054327 0.1330224127295633 -0.4719529850054292 0.17864037156094348 -0.04103872773670489 0.17864037156094348 -0.04103872773669964
0.615 0.13475613955392576 -0.47023526149290135 0.13475613955392465 -0.4702352614929012 0.18022750544138166 -0.040006184250049315 0.18022750544138075 -0.04000618425004746
0.616 0.13647090796726594 -0.46845822173087853 0.13647090796726394 -0.4684582217308801 0.18179638377570448 -0.03891217406936866 0.18179638377570267 -0.03891217406936847
0.617 0.13816398735828583 -0.46662168156830064 0.13816398735828478 -0.46662168156830097 0.1833442714832008 -0.037756523028723454 0.1833442714831999 -0.03775652302872206
0.618 0.1398325803619771 -0.46472559732108143 0.13983258036197613 -0.46472559732108126 0.18486836676478408 -0.03653919736823973 0.18486836676478327 -0.03653919736823791
0.619 0.14147383056370366 -0.4627700738785413 0.1414738305637012 -0.4627700738785444 0.18636580880674164 -0.03526031184099502 0.18636580880673934 -0.03526031184099651
0.62 0.14308483109340606 -0.4607553724233084 0.14308483109340414 -0.460755372423306 0.18783368637460904 -0.03392013743337228 0.1878336863746073 -0.033920137433368205
0.621 0.14466263410272548 -0.4586819176662721 0.14466263410272448 -0.4586819176662728 0.18926904728996805 -0.03251910860046236 0.1892690472899672 -0.03251910860046141
0.622 0.14620426110666482 -0.4565503044955274 0.146204261106663 -0.4565503044955289 0.19066890877178505 -0.031057829915453746 0.19066890877178344 -0.031057829915453573
0.623 0.14770671415949535 -0.45436130393634316 0.14770671415949357 -0.45436130393634255 0.19203026861199873 -0.029537082030041593 0.19203026861199712 -0.029537082030039272
0.624 0.1491669878219486 -0.45211586831944867 0.14916698782194815 -0.4521158683194469 0.19335011714239625 -0.027957826843151366 0.19335011714239594 -0.02795782684314789
0.625 0.15058208186367883 -0.44981513555620056 0.15058208186367722 -0.4498151355562016 0.19462544993676356 -0.02632121177653961 0.19462544993676215 -0.02632121177653903
0.626 0.15194901463159716 -0.4474604324225163 0.15194901463159521 -0.44746043242251865 0.19585328117891088 -0.024628573059156587 0.1958532811789091 -0.024628573059157256
0.627 0.15326483700130433 -0.44505327675853795 0.15326483700130322 -0.44505327675854034 0.19703065761379976 -0.022881437927235883 0.19703065761379882 -0.02288143792723664
0.628 0.15452664681569234 -0.44259537849801756 0.15452664681569137 -0.44259537849802 0.1981546729858428 -0.021081525654102234 0.19815467298584202 -0.021081525654103008
0.629 0.1557316037021756 -0.4400886394503063 0.15573160370217415 -0.44008863945030785 0.19922248285583583 -0.019230747332578728 0.19922248285583455 -0.019230747332578596
0.63 0.15687694414821962 -0.43753515176873103 0.15687694414821848 -0.43753515176873303 0.20023131967619098 -0.017331204343777898 0.20023131967619 -0.017331204343778224
0.631 0.1579599967041895 -0.4349371950518796 0.15795999670418848 -0.43493719505188116 0.20117850799349257 -0.015385185458798934 0.20117850799349174 -0.015385185458798847
0.632 0.15897819717334885 -0.43229723203867054 0.15897819717334705 -0.4322972320386737 0.20206147963820695 -0.013395162534204043 0.20206147963820534 -0.01339516253420558
0.633 0.15992910364136698 -0.4296179028742555 0.1599291036413659 -0.4296179028742592 0.20287778875390325 -0.011363784778325418 0.20287778875390233 -0.011363784778327444
0.634 0.16081041119226727 -0.4269020179410294 0.16081041119226666 -0.4269020179410289 0.20362512651291867 -0.009293871582675707 0.20362512651291823 -0.009293871582673544
0.635 0.16161996615456353 -0.4241525492674627 0.16161996615456245 -0.4241525492674642 0.20430133536221481 -0.007188403931177199 0.2043013353622139 -0.0071884039311771045
0.636 0.16235577972061563 -0.421372620546696 0.16235577972061413 -0.4213726205467005 0.20490442264245598 -0.00505051441915047 0.20490442264245465 -0.005050514419153286
0.637 0.1630160407841248 -0.4185654958162191 0.16301604078412413 -0.41856549581621905 0.20543257342523055 -0.002883475933382866 0.20543257342523005 -0.0028834759333811306
0.638 0.16359912784530298 -0.41573456686954274 0.1635991278453017 -0.41573456686954385 0.20588416241794888 -0.0006906890641875602 0.20588416241794777 -0.0006906890641870247
0.639 0.16410361984055527 -0.41288333948983347 0.16410361984055422 -0.4128833394898367 0.20625776479325753 0.0015243316605780017 0.20625776479325664 0.001524331660576411
0.64 0.16452830576356178 -0.4100154186136116 0.16452830576356114 -0.4100154186136112 0.20655216580985553 0.0037579726114344383 0.20655216580985505 0.0037579726114365846
0.641 0.16487219295721073 -0.40713449254956857 0.16487219295720987 -0.40713449254957135 0.20676636910416477 0.006006536838085963 0.20676636910416407 0.006006536838084777
0.642 0.16513451397083356 -0.40424431639285363 0.16513451397083267 -0.404244316392856 0.20689960354730533 0.008266260654759957 0.2068996035473046 0.008266260654759192
0.643 0.16531473189429602 -0.40134869478823404 0.16531473189429546 -0.4013486947882331 0.20695132857892928 0.010533330876676445 0.2069513285789289 0.010533330876678989
0.644 0.1654125440994388 -0.39845146420650845 0.16541254409943823 -0.39845146420650923 0.20692123794840686 0.012803902543267394 0.20692123794840644 0.01280390254326827
0.645 0.16542788433972533 -0.39555647490660734 0.16542788433972505 -0.39555647490660817 0.20680926181422268 0.015074116955712398 0.20680926181422257 0.015074116955713245
