# operator_convention: H_A(k)=H(k+A_x*xhat); Jx=dH/dA_x; Kxx=d2H/dA_x2
# omega Re_sigma_exact Im_sigma_exact Re_sigma_L Im_sigma_L Re_reg_exact Im_reg_exact Re_reg_L Im_reg_L
9.542 0.006667447874268094 0.1803808887484305 0.006667447874268082 0.18038088874843072 0.006858439219893353 0.2084184182862185 0.006858439219893342 0.20841841828621882
9.543 0.006680410358207742 0.18035776132436407 0.006680410358207731 0.18035776132436432 0.006871361680259938 0.20839235311427345 0.0068713616802599286 0.20839235311427382
9.544 0.006693598028656366 0.18033455766403955 0.0066935980286563475 0.18033455766403966 0.006884509339714817 0.20836621232160657 0.006884509339714799 0.2083662123216068
9.545 0.0067070292587096715 0.18031129805866586 0.006707029258709652 0.18031129805866591 0.006897900571348424 0.2083400161992334 0.006897900571348405 0.20834001619923356
9.546 0.006720720759887952 0.1802880042357729 0.006720720759887934 0.1802880042357731 0.006911552086675783 0.20831378647449042 0.006911552086675766 0.20831378647449073
9.547 0.006734687484953858 0.18026469922208466 0.006734687484953838 0.18026469922208496 0.006925478838454281 0.20828754617390838 0.006925478838454262 0.2082875461739088
9.548 0.006748942541994461 0.18024140720074688 0.006748942541994437 0.18024140720074716 0.006939693934765727 0.20826131948043985 0.0069396939347657035 0.20826131948044024
9.549 0.006763497119947113 0.18021815336377672 0.0067634971199470924 0.1802181533637769 0.0069542085645422115 0.20823513158590887 0.006954208564542191 0.20823513158590914
9.55 0.006778360425697177 0.18019496376057786 0.006778360425697149 0.1801949637605781 0.006969031934663841 0.20820900853952612 0.006969031934663813 0.20820900853952642
9.551 0.006793539632832856 0.18017186514334171 0.0067935396328328256 0.18017186514334207 0.006984171218713564 0.20818297709329003 0.006984171218713534 0.2081829770932905
9.552 0.006809039842105571 0.18014888481013155 0.00680903984210554 0.18014888481013183 0.00699963151743755 0.20815706454507105 0.00699963151743752 0.20815706454507144
9.553 0.006824864053611639 0.1801260504464312 0.006824864053611606 0.18012605044643154 0.007015415830926869 0.20813129858016022 0.0070154158309268366 0.20813129858016063
9.554 0.0068410131506834665 0.1801033899659284 0.006841013150683433 0.18010338996592862 0.007031525042508677 0.20810570711205253 0.0070315250425086444 0.20810570711205284
9.555 0.006857485895452728 0.1800809313512847 0.006857485895452693 0.18008093135128492 0.007047957914309411 0.20808031812321698 0.007047957914309376 0.2080803181232173
9.556 0.006874278936021756 0.18005870249565048 0.0068742789360217195 0.1800587024956508 0.007064711094426157 0.20805515950661138 0.007064711094426122 0.20805515950661183
9.557 0.006891386825154214 0.18003673104567355 0.006891386825154174 0.18003673104567391 0.0070817791356173445 0.2080302589086911 0.007081779135617305 0.20803025890869156
9.558 0.006908802050366813 0.18001504424675932 0.00690880205036678 0.1800150442467596 0.0070991545253944474 0.2080056435746691 0.007099154525394415 0.2080056435746695
9.559 0.006926515075272323 0.1799936687913456 0.006926515075272277 0.17999366879134582 0.007116827727365006 0.207981340196791 0.007116827727364961 0.20798134019679132
9.56 0.006944514391985663 0.17997263067096597 0.0069445143919856156 0.17997263067096617 0.007134787233638706 0.2079573747663981 0.007134787233638659 0.20795737476639842
9.561 0.006962786584362717 0.1799519550328839 0.006962786584362666 0.1799519550328842 0.007153019628066207 0.20793377243056174 0.007153019628066156 0.20793377243056213
9.562 0.0069813164017909456 0.1799316660420927 0.006981316401790897 0.17993166604209287 0.007171509660029743 0.2079105573540832 0.007171509660029695 0.20791055735408348
9.563 0.007000086843193313 0.17991178674948066 0.007000086843193258 0.17991178674948086 0.007190240328447059 0.20788775258765876 0.007190240328447005 0.20788775258765907
9.564 0.007019079250842456 0.1798923389669714 0.007019079250842407 0.17989233896697174 0.007209192975585573 0.20786537994302015 0.007209192975585524 0.2078653799430206
9.565 0.0070382734135107415 0.1798733431504394 0.007038273413510694 0.1798733431504396 0.007228347390212435 0.20784345987585007 0.007228347390212387 0.20784345987585037
9.566 0.007057647678401868 0.17985481829119698 0.007057647678401809 0.17985481829119732 0.0072476819195261295 0.20782201137726905 0.007247681919526071 0.2078220113772695
9.567 0.0070771790712264365 0.17983678181683152 0.007077179071226377 0.1798367818168318 0.007267173589232049 0.20780105187467288 0.00726717358923199 0.20780105187467326
9.568 0.007096843423695416 0.17981924950213327 0.00709684342369536 0.17981924950213343 0.007286798231035952 0.20778059714266017 0.007286798231035897 0.20778059714266045
9.569 0.007116615507612928 0.1798022353908221 0.007116615507612867 0.17980223539082238 0.0073065306167367575 0.20776066122475934 0.007306530616736697 0.20776066122475972
9.57 0.007136469174659068 0.17978575172871783 0.007136469174659006 0.17978575172871805 0.007326344598009357 0.2077412563665988 0.007326344598009296 0.20774125636659913
9.571 0.007156377500863369 0.17976980890892566 0.007156377500863304 0.179769808908926 0.007346213250878084 0.20772239296109238 0.00734621325087802 0.20772239296109282
9.572 0.00717631293468276 0.17975441542952983 0.007176312934682698 0.17975441542953013 0.007366109023794671 0.2077040795061331 0.0073661090237946095 0.20770407950613348
9.573 0.007196247447520831 0.17973957786417433 0.007196247447520761 0.17973957786417463 0.007386003888157514 0.20768632257517372 0.007386003888157445 0.20768632257517414
9.574 0.007216152685455643 0.17972530084580202 0.00721615268545557 0.17972530084580235 0.00740586949003948 0.20766912680096608 0.007405869490039408 0.20766912680096652
9.575 0.007236000120889408 0.1797115870636848 0.007236000120889334 0.17971158706368506 0.007425677301837597 0.20765249487259102 0.007425677301837523 0.20765249487259138
9.576 0.007255761202792408 0.1796984372737367 0.007255761202792331 0.17969843727373697 0.007445398772516956 0.2076364275457716 0.007445398772516879 0.207636427545772
9.577 0.007275407504193784 0.179685850321948 0.007275407504193702 0.17968585032194825 0.007465005475101517 0.20762092366630736 0.007465005475101436 0.20762092366630772
9.578 0.007294910865571917 0.17967382318061254 0.0072949108655718424 0.17967382318061279 0.00748446925006448 0.20760598020630128 0.007484469250064406 0.2076059802063016
9.579 0.007314243532818752 0.17966235099685854 0.007314243532818672 0.17966235099685882 0.007503762343292611 0.20759159231269086 0.007503762343292532 0.20759159231269125
9.58 0.007333378288500459 0.17965142715282334 0.007333378288500374 0.17965142715282367 0.007522857537346907 0.20757775336742287 0.007522857537346823 0.20757775336742332
9.581 0.007352288575208648 0.1796410433366477 0.007352288575208553 0.1796410433366479 0.007541728274813803 0.20756445505844756 0.007541728274813708 0.20756445505844787
9.582 0.00737094860989239 0.17963118962330937 0.0073709486098923 0.17963118962330962 0.0075603487726372005 0.20755168746055214 0.007560348772637112 0.2075516874605525
9.583 0.007389333488183687 0.17962185456417157 0.007389333488183592 0.1796218545641718 0.007578694126443936 0.2075394391249095 0.007578694126443842 0.20753943912490985
9.584 0.007407419277873256 0.1796130252839865 0.007407419277873157 0.1796130252839868 0.00759674040401956 0.20752769717608158 0.007596740404019462 0.20752769717608197
9.585 0.007425183100858186 0.17960468758399073 0.007425183100858086 0.179604687583991 0.007614464727256001 0.20751644741511463 0.007614464727255901 0.20751644741511502
9.586 0.007442603203066822 0.17959682604963662 0.007442603203066714 0.17959682604963692 0.0076318453420764435 0.20750567442727097 0.007631845342076337 0.20750567442727139
9.587 0.007459659012064077 0.179589424161448 0.007459659012063964 0.1795894241614481 0.007648861676040645 0.20749536169288432 0.007648861676040533 0.20749536169288454
9.588 0.007476331182246785 0.17958246440745285 0.007476331182246671 0.17958246440745304 0.007665494383540286 0.20748549169979272 0.007665494383540173 0.207485491699793
9.589 0.007492601627753229 0.17957592839565276 0.007492601627753117 0.17957592839565292 0.007681725378708499 0.20747604605580777 0.007681725378708386 0.20747604605580805
9.59 0.007508453543423174 0.17956979696501202 0.00750845354342306 0.17956979696501219 0.0076975378563798975 0.20746700559970402 0.007697537856379785 0.2074670055997043
9.591 0.007523871414353963 0.17956405029352335 0.007523871414353845 0.17956405029352357 0.007712916301646683 0.20745835050928443 0.007712916301646566 0.20745835050928477
9.592 0.007538841014795325 0.1795586680019981 0.007538841014795202 0.17955866800199838 0.007727846488753438 0.20745006040517067 0.007727846488753315 0.20745006040517106
9.593 0.007553349397308581 0.17955362925235804 0.0075533493973084535 0.1795536292523582 0.007742315470256345 0.20744211444909494 0.007742315470256218 0.20744211444909522
9.594 0.007567384873277947 0.17954891283935806 0.00756738487327781 0.17954891283935834 0.007756311557534482 0.2074344914356226 0.007756311557534346 0.20743449143562298
9.595 0.007580936985997722 0.17954449727485097 0.007580936985997584 0.1795444972748512 0.007769824293877013 0.20742716987641704 0.007769824293876875 0.20742716987641738
9.596 0.007593996477668072 0.1795403608638981 0.007593996477667935 0.1795403608638983 0.007782844421478971 0.20742012807635027 0.007782844421478835 0.20742012807635057
9.597 0.007606555251707989 0.17953648177224898 0.0076065552517078526 0.17953648177224915 0.00779536384375422 0.2074133442009825 0.007795363843754084 0.20741334420098279
9.598 0.007618606331835518 0.1795328380849296 0.00761860633183538 0.17953283808492987 0.0078073755844156765 0.20740679633515055 0.0078073755844155395 0.20740679633515094
9.599 0.007630143819372173 0.17952940785591212 0.00763014381937203 0.1795294078559123 0.007818873744779731 0.20740046253263753 0.00781887374477959 0.2074004625326378
9.6 0.007641162850198917 0.17952616914905536 0.007641162850198772 0.1795261691490556 0.007829853460722225 0.20739432085711312 0.00782985346072208 0.20739432085711346
9.601 0.007651659552726076 0.17952310007073233 0.00765165955272593 0.17952310007073252 0.007840310860648365 0.20738834941476145 0.007840310860648219 0.20738834941476175
9.602 0.00766163100814152 0.17952017879475377 0.007661631008141366 0.17952017879475407 0.007850243025740904 0.20738252637920437 0.007850243025740751 0.20738252637920476
9.603 0.007671075214072871 0.17951738358039138 0.007671075214072714 0.17951738358039154 0.007859647953622352 0.20737683000952475 0.007859647953622196 0.20737683000952503
9.604 0.007679991052642112 0.1795146927844545 0.007679991052641949 0.17951469278445462 0.00786852452640958 0.20737123866234328 0.007868524526409418 0.2073712386623435
9.605 0.007688378263712512 0.17951208486851855 0.007688378263712346 0.17951208486851872 0.00787687248396075 0.20736573079904666 0.007876872483960585 0.20736573079904694
9.606 0.007696237423929347 0.17950953840249423 0.007696237423929178 0.1795095384024944 0.00788469240291603 0.20736028498935707 0.007884692402915863 0.20736028498935735
9.607 0.007703569931946381 0.17950703206580085 0.007703569931946206 0.17950703206580101 0.007891985681924084 0.20735487991250534 0.00789198568192391 0.20735487991250562
9.608 0.0077103780000120645 0.1795045446474388 0.007710378000011888 0.17950454464743898 0.00789875453322826 0.20734949435730346 0.007898754533228084 0.20734949435730374
9.609 0.007716664651871805 0.17950205504624944 0.0077166646518716285 0.1795020550462497 0.007905001980568867 0.20734410722240443 0.007905001980568692 0.2073441072224048
9.61 0.007722433726729592 0.17949954227261616 0.007722433726729413 0.17949954227261644 0.007910731863144803 0.20733869751800343 0.007910731863144624 0.20733869751800382
9.611 0.007727689888809364 0.1794969854527842 0.007727689888809181 0.17949698545278425 0.00791594884517491 0.2073332443701575 0.007915948845174728 0.20733324437015768
9.612 0.007732438641871031 0.17949436383687312 0.007732438641870842 0.1794943638368733 0.00792065843041401 0.20732772702879815 0.007920658430413823 0.20732772702879845
9.613 0.0077366863478708775 0.1794916568115283 0.007736686347870691 0.17949165681152848 0.007924866980813303 0.20732212488038268 0.007924866980813117 0.20732212488038299
9.614 0.007740440248816354 0.17948884391798947 0.007740440248816164 0.17948884391798967 0.007928581738375151 0.20731641746596297 0.007928581738374962 0.20731641746596327
9.615 0.007743708490755009 0.17948590487619334 0.007743708490754817 0.1794859048761936 0.007931810849142023 0.20731058450528783 0.007931810849141832 0.2073105845052882
9.616 0.007746500148758117 0.1794828196153264 0.00774650014875792 0.1794828196153266 0.007934563388180113 0.20730460592735594 0.007934563388179917 0.20730460592735628
9.617 0.007748825251713446 0.17947956831104855 0.007748825251713247 0.17947956831104878 0.007936849384372115 0.20729846190763956 0.007936849384371916 0.2072984619076399
9.618 0.007750694805729977 0.17947613142941105 0.007750694805729777 0.1794761314294112 0.007938679843821933 0.2072921329120023 0.007938679843821734 0.20729213291200257
9.619 0.00775212081497848 0.17947248977728747 0.007752120814978281 0.17947248977728764 0.007940066770695267 0.20728559974713018 0.00794006677069507 0.20728559974713046
9.62 0.007753116298845658 0.17946862455895352 0.007753116298845463 0.17946862455895368 0.007941023184373753 0.20727884361711146 0.007941023184373558 0.2072788436171117
9.621 0.007753695304362883 0.17946451743827152 0.0077536953043626745 0.17946451743827163 0.007941563131883694 0.20727184618562103 0.007941563131883485 0.20727184618562128
9.622 0.007753872912980799 0.17946015060578108 0.0077538729129805915 0.17946015060578127 0.007941701694670672 0.20726458964301125 0.007941701694670466 0.20726458964301156
9.623 0.007753665240894122 0.17945550684986286 0.00775366524089391 0.17945550684986294 0.007941454988924344 0.20725705677747552 0.007941454988924132 0.20725705677747572
9.624 0.007753089432272055 0.17945056963103262 0.007753089432271838 0.17945056963103287 0.007940840158808853 0.20724923104934243 0.007940840158808636 0.20724923104934279
9.625 0.007752163644914726 0.17944532315834638 0.007752163644914512 0.17944532315834652 0.007939875362119271 0.20724109666748095 0.007939875362119058 0.2072410966674812
9.626 0.0077509070280286215 0.17943975246684135 0.007750907028028405 0.17943975246684163 0.007938579748057034 0.2072326386667413 0.007938579748056817 0.2072326386667417
9.627 0.007749339691989811 0.17943384349492592 0.007749339691989596 0.17943384349492614 0.00793697342699316 0.20722384298534488 0.007936973426992944 0.2072238429853452
9.628 0.0077474826701367325 0.17942758316063137 0.007747482670136518 0.17942758316063157 0.007935077432261038 0.2072146965411362 0.007935077432260825 0.2072146965411365
9.629 0.007745357872799903 0.1794209594356861 0.007745357872799682 0.17942095943568612 0.007932913674186142 0.20720518730565685 0.007932913674185922 0.20720518730565698
9.63 0.00774298803392936 0.17941396141642982 0.007742988033929141 0.17941396141642996 0.007930504886713468 0.2071953043750599 0.00793050488671325 0.20719530437506015
9.631 0.0077403966508178355 0.17940657939067928 0.0077403966508176126 0.17940657939067944 0.007927874567130705 0.20718503803697544 0.007927874567130483 0.20718503803697572
9.632 0.007737607917534819 0.17939880489975515 0.007737607917534603 0.17939880489975535 0.007925046909502308 0.20717437983253761 0.007925046909502093 0.20717437983253792
9.633 0.0077346466527822245 0.17939063079501272 0.0077346466527820025 0.17939063079501294 0.007922046732525157 0.20716332261291528 0.007922046732524935 0.2071633226129156
9.634 0.007731538222952616 0.17938205128834395 0.00773153822295239 0.17938205128834417 0.007918899402586782 0.207151860589814 0.007918899402586556 0.2071518605898143
9.635 0.007728308461217207 0.17937306199626174 0.007728308461216981 0.17937306199626185 0.007915630752853368 0.20713998937956038 0.007915630752853143 0.2071399893795606
9.636 0.007724983583490553 0.17936365997731857 0.00772498358349033 0.1793636599773188 0.007912266999234445 0.20712770604052066 0.007912266999234223 0.20712770604052097
9.637 0.007721590102114706 0.17935384376275013 0.0077215901021144865 0.1793538437627503 0.007908834654067038 0.2071150091037444 0.00790883465406682 0.20711500910374467
9.638 0.007718154738077831 0.17934361338036514 0.00771815473807761 0.17934361338036517 0.007905360438334294 0.20710189859685424 0.007905360438334074 0.20710189859685438
9.639 0.0077147043325332485 0.17933297037182525 0.007714704332533031 0.17933297037182533 0.007901871193184513 0.20708837606132585 0.007901871193184296 0.20708837606132605
9.64 0.007711265758317779 0.17932191780356693 0.007711265758317553 0.179321917803567 0.0078983937914495 0.2070744445634098 0.007898393791449274 0.20707444456340995
9.641 0.007707865832085299 0.179310460271704 0.007707865832085076 0.17931046027170414 0.007894955049778116 0.207060108699034 0.007894955049777894 0.20706010869903424
9.642 0.0077045312275774835 0.17929860390132643 0.007704531227577258 0.1792986039013265 0.007891581641907027 0.20704537459310274 0.007891581641906802 0.2070453745931029
9.643 0.007701288390450585 0.17928635634065795 0.00770128839045036 0.17928635634065804 0.007888300013487476 0.20703024989365404 0.007888300013487252 0.20703024989365423
9.644 0.007698163454970952 0.1792737267505734 0.007698163454970727 0.1792737267505734 0.007885136298780807 0.2070147437613771 0.007885136298780583 0.2070147437613772
9.645 0.007695182162784085 0.17926072578997868 0.007695182162783863 0.17926072578997881 0.007882116239427516 0.20699886685499233 0.007882116239427294 0.20699886685499258
9.646 0.007692369783857971 0.1792473655975596 0.007692369783857755 0.17924736559755977 0.007879265105390588 0.2069826313130001 0.007879265105390373 0.20698263131300038
9.647 0.007689751039603168 0.17923365977036546 0.007689751039602947 0.17923365977036557 0.007876607618075586 0.20696605073226426 0.007876607618075366 0.20696605073226448
9.648 0.007687350028082991 0.17921962333966285 0.007687350028082779 0.17921962333966285 0.007874167875540829 0.2069491401438662 0.007874167875540617 0.2069491401438663
9.649 0.00768519015115033 0.17920527274442843 0.007685190151150112 0.17920527274442843 0.007871969279634211 0.20693191598659727 0.007871969279633994 0.20693191598659738
9.65 0.007683294043283139 0.1791906258027844 0.0076832940432829296 0.17919062580278444 0.0078700344648287 0.20691439607839454 0.007870034464828491 0.2069143960783947
9.651 0.007681683501842919 0.17917570168159966 0.007681683501842706 0.17917570168159971 0.007868385228480806 0.20689659958594192 0.007868385228480594 0.2068965995859421
9.652 0.007680379418447156 0.1791605208643964 0.0076803794184469466 0.17916052086439652 0.00786704246220303 0.20687854699257652 0.007867042462202822 0.20687854699257674
9.653 0.007679401711131198 0.1791451051176142 0.007679401711130987 0.1791451051176142 0.007866026084025741 0.20686026006455302 0.007866026084025531 0.20686026006455313
9.654 0.007678769256974835 0.17912947745519295 0.007678769256974632 0.17912947745519295 0.007865354971023746 0.2068417618156265 0.007865354971023543 0.2068417618156266
9.655 0.00767849982488517 0.17911366210135396 0.007678499824884964 0.179113662101354 0.00786504689209917 0.20682307646983347 0.007865046892098965 0.2068230764698336
9.656 0.007678610008258176 0.17909768445137306 0.007678610008257972 0.17909768445137303 0.007865118440643012 0.2068042294222651 0.00786511844064281 0.20680422942226517
9.657 0.007679115157285904 0.17908157103006864 0.007679115157285709 0.17908157103006855 0.007865584966842353 0.20678524719755517 0.007865584966842159 0.2067852471975552
9.658 0.007680029310732845 0.17906534944765934 0.007680029310732655 0.17906534944765934 0.007866460509456712 0.20676615740573778 0.007866460509456523 0.2067661574057379
9.659 0.007681365127071594 0.17904904835259328 0.007681365127071404 0.17904904835259317 0.007867757726953716 0.20674698869507657 0.007867757726953526 0.20674698869507657
9.66 0.007683133814943384 0.17903269738090363 0.007683133814943192 0.17903269738090366 0.007869487827969635 0.2067277707014204 0.007869487827969444 0.20672777070142054
9.661 0.007685345062990414 0.1790163271016187 0.00768534506299022 0.17901632710161874 0.007871660501141707 0.2067085339936132 0.007871660501141515 0.20670853399361336
9.662 0.007688006969193078 0.17899996895772846 0.007688006969192893 0.1789999689577284 0.007874283844445365 0.20668931001446073 0.007874283844445181 0.20668931001446078
9.663 0.0076911259699337904 0.17898365520221204 0.007691125969933606 0.17898365520221216 0.007877364294258067 0.206670131016758 0.007877364294257883 0.2066701310167582
9.664 0.007694706769098617 0.17896741882863235 0.007694706769098436 0.17896741882863235 0.007880906554460925 0.2066510299938838 0.007880906554460745 0.2066510299938839
9.665 0.007698752267616558 0.1789512934958211 0.007698752267616385 0.17895129349582098 0.007884913525977987 0.20663204060448587 0.007884913525977815 0.20663204060448587
9.666 0.007703263493922529 0.17893531344621824 0.0077032634939223615 0.1789353134462182 0.00788938623723922 0.20661319709082024 0.007889386237239053 0.20661319709082032
9.667 0.007708239535912813 0.1789195134174641 0.007708239535912643 0.17891951341746415 0.00789432377613596 0.20659453419034338 0.00789432377613579 0.20659453419034354
9.668 0.007713677475039551 0.17890392854689768 0.00771367747503939 0.17890392854689768 0.007899723224115402 0.20657608704021055 0.007899723224115243 0.20657608704021066
9.669 0.007719572323262879 0.1788885942686835 0.007719572323262717 0.17888859426868353 0.007905579593132745 0.2065578910744025 0.007905579593132584 0.20655789107440264
9.67 0.007725916963644363 0.17887354620335758 0.00772591696364421 0.17887354620335746 0.007911885766244613 0.2065399819132717 0.00791188576624446 0.2065399819132717
9.671 0.007732702095423767 0.17885882003966452 0.007732702095423614 0.1788588200396645 0.007918632442685834 0.2065223952453792 0.007918632442685682 0.20652239524537927
9.672 0.007739916184470138 0.17884445140865324 0.0077399161844699865 0.1788444514086533 0.007925808088320522 0.20650516670159041 0.007925808088320371 0.20650516670159058
9.673 0.007747545420039677 0.17883047575008634 0.007747545420039527 0.17883047575008626 0.007933398892399947 0.2064883317214846 0.007933398892399798 0.20648833172148462
9.674 0.0077555736788040884 0.17881692817132813 0.007755573678803949 0.1788169281713281 0.007941388731590882 0.20647192541224269 0.007941388731590743 0.20647192541224277
9.675 0.007763982497134339 0.1788038432989853 0.007763982497134197 0.17880384329898524 0.007949759142259372 0.20645598240028817 0.00794975914225923 0.20645598240028826
9.676 0.007772751052635524 0.17879125512368216 0.007772751052635384 0.17879125512368219 0.007958489302005585 0.20644053667606221 0.007958489302005446 0.20644053667606235
9.677 0.00778185615592804 0.17877919683847882 0.00778185615592791 0.17877919683847887 0.007967556021444997 0.2064256214324418 0.007967556021444867 0.20642562143244197
9.678 0.007791272253656434 0.17876770067155637 0.007791272253656308 0.17876770067155637 0.007976933747217238 0.20641126889742506 0.007976933747217113 0.20641126889742517
9.679 0.007800971443681912 0.17875679771392353 0.007800971443681785 0.17875679771392353 0.007986594577178598 0.2063975101618377 0.007986594577178471 0.2063975101618378
9.68 0.007810923503374327 0.1787465177430228 0.007810923503374206 0.1787465177430228 0.007996508288694014 0.2063843750029394 0.007996508288693895 0.20638437500293952
9.681 0.007821095931864135 0.17873688904324203 0.007821095931864015 0.1787368890432421 0.008006642380889035 0.20637189170493525 0.008006642380888915 0.20637189170493542
9.682 0.007831454007045265 0.1787279382244656 0.007831454007045153 0.17872793822446548 0.008016962131652679 0.20636008687752685 0.008016962131652566 0.20636008687752685
9.683 0.007841960858032243 0.1787196900399212 0.007841960858032133 0.17871969003992122 0.008027430670094567 0.2063489852737593 0.008027430670094458 0.20634898527375944
9.684 0.007852577553671941 0.17871216720470198 0.007852577553671825 0.1787121672047019 0.008038009065056667 0.20633860960854322 0.008038009065056551 0.20633860960854325
9.685 0.007863263207588445 0.17870539021644857 0.007863263207588329 0.17870539021644852 0.008048656430158164 0.2063289803793367 0.00804865643015805 0.20632898037933675
9.686 0.007873975100101186 0.1786993771797912 0.007873975100101079 0.17869937717979117 0.008059330045713593 0.20632011569058759 0.008059330045713485 0.20632011569058767
9.687 0.007884668817200352 0.17869414363623365 0.00788466881720025 0.17869414363623368 0.008069985497708243 0.20631203108361731 0.00806998549770814 0.20631203108361745
9.688 0.007895298406589901 0.17868970240124585 0.007895298406589809 0.17868970240124574 0.008080576833841181 0.20630473937371357 0.008080576833841089 0.20630473937371357
9.689 0.007905816550619888 0.17868606341038915 0.007905816550619785 0.17868606341038915 0.008091056736457571 0.2062982504962555 0.008091056736457469 0.2062982504962556
9.69 0.00791617475572612 0.17868323357634214 0.007916174755726023 0.17868323357634208 0.008101376711988333 0.2062925713637396 0.008101376711988236 0.20629257136373966
9.691 0.007926323557778815 0.17868121665870676 0.007926323557778718 0.17868121665870676 0.008111487296298797 0.2062877057355858 0.0081114872962987 0.2062877057355859
9.692 0.007936212742515946 0.17868001314847415 0.007936212742515858 0.17868001314847423 0.008121338275122054 0.20628365410260324 0.008121338275121966 0.20628365410260344
9.693 0.007945791580004774 0.17867962016898503 0.007945791580004689 0.178679620168985 0.008130878918520483 0.2062804135879508 0.0081308789185204 0.20628041358795088
9.694 0.007955009071837932 0.17868003139515737 0.007955009071837833 0.1786800313951573 0.008140058228081842 0.20627797786636456 0.008140058228081745 0.20627797786636462
9.695 0.00796381420953652 0.17868123699265412 0.007963814209536428 0.17868123699265415 0.008148825195322354 0.20627633710332585 0.008148825195322262 0.206276337103326
9.696 0.007972156242403283 0.17868322357853134 0.007972156242403192 0.1786832235785313 0.00815712906953989 0.20627547791570902 0.0081571290695398 0.20627547791570908
9.697 0.007979984952849576 0.17868597420473997 0.007979984952849486 0.17868597420473994 0.008164919633140937 0.20627538335528342 0.008164919633140847 0.20627538335528348
9.698 0.007987250937017864 0.1786894683656603 0.007987250937017777 0.17868946836566027 0.008172147482263088 0.2062760329162478 0.008172147482263003 0.20627603291624788
9.699 0.007993905888339276 0.17869368203061442 0.007993905888339193 0.17869368203061445 0.00817876431033261 0.20627740256774288 0.008178764310332529 0.20627740256774302
9.7 0.007999902881510477 0.1786985877020458 0.007999902881510396 0.17869858770204575 0.008184723192041304 0.20627946481203077 0.008184723192041223 0.20627946481203083
9.701 0.008005196654249997 0.17870415449976773 0.00800519665424992 0.1787041544997679 0.008189978865102839 0.2062821887687434 0.008189978865102764 0.20628218876874369
9.702 0.008009743884105835 0.17871034827138063 0.008009743884105757 0.1787103482713806 0.008194488007060356 0.20628554028530008 0.00819448800706028 0.20628554028530016
9.703 0.008013503457538346 0.17871713172862508 0.00801350345753826 0.17871713172862522 0.008198209504369355 0.2062894820732602 0.00819820950436927 0.20628948207326045
9.704 0.008016436728496617 0.17872446460911706 0.008016436728496536 0.17872446460911703 0.00820110471097407 0.20629397387005868 0.008201104710973989 0.20629397387005877
9.705 0.0080185077637475 0.17873230386255515 0.008018507763747422 0.17873230386255518 0.008203137693636503 0.20629897262521313 0.008203137693636425 0.20629897262521327
9.706 0.008019683572303192 0.1787406038601709 0.008019683572303109 0.17874060386017096 0.008204275461364001 0.2063044327097742 0.00820427546136392 0.20630443270977436
9.707 0.0080199343164271 0.178749316625849 0.008019934316427014 0.178749316625849 0.008204488176415127 0.20631030614744572 0.008204488176415043 0.20631030614744583
9.708 0.008019233501877545 0.17875839208704447 0.008019233501877464 0.17875839208704455 0.00820374934454336 0.20631654286550197 0.00820374934454328 0.20631654286550216
9.709 0.008017558145271565 0.17876777834333385 0.008017558145271482 0.1787677783433339 0.008202035982360896 0.20632309096333878 0.008202035982360814 0.20632309096333892
9.71 0.008014888916713495 0.17877742195017576 0.00801488891671341 0.17877742195017574 0.008199328759967232 0.20632989699623416 0.008199328759967149 0.20632989699623425
9.711 0.008011210256131019 0.1787872682152461 0.008011210256130935 0.17878726821524601 0.008195612117285218 0.2063369062716835 0.008195612117285136 0.20633690627168352
9.712 0.008006510462087309 0.17879726150452607 0.008006510462087214 0.178797261504526 0.008190874352873192 0.2063440631554875 0.008190874352873098 0.20634406315548753
9.713 0.008000781752187538 0.17880734555519523 0.00800078175218745 0.17880734555519526 0.008185107684331496 0.20635131138464538 0.008185107684331408 0.20635131138464552
9.714 0.00799402029456184 0.17881746379229754 0.007994020294561748 0.17881746379229763 0.008178308279785435 0.20635859438402074 0.008178308279785343 0.20635859438402093
9.715 0.007986226210278087 0.17882755964611782 0.007986226210277999 0.1788275596461178 0.008170476260298059 0.20636585558371817 0.008170476260297972 0.20636585558371826
9.716 0.00797740354690839 0.17883757686722587 0.007977403546908294 0.17883757686722587 0.00816161567343665 0.2063730387341273 0.008161615673436557 0.2063730387341274
9.717 0.007967560223835051 0.17884745983621897 0.007967560223834961 0.178847459836219 0.008151734438578698 0.20638008821566534 0.008151734438578608 0.20638008821566547
9.718 0.007956707950226887 0.17885715386530837 0.007956707950226783 0.1788571538653084 0.008140844264888194 0.20638694934036347 0.00814084426488809 0.2063869493403636
9.719 0.007944862116938171 0.1788666054890648 0.007944862116938074 0.17886660548906474 0.0081289605432146 0.20639356864261255 0.008128960543214502 0.2063935686426126
9.72 0.007932041663875084 0.1788757627418367 0.007932041663874987 0.17887576274183672 0.00811610221345928 0.2063998941565811 0.008116102213459184 0.20639989415658125
9.721 0.007918268924630397 0.17888457541959962 0.0079182689246303 0.17888457541959965 0.008102291609210199 0.2064058756780649 0.008102291609210102 0.20640587567806504
9.722 0.0079035694504045 0.1788929953242529 0.007903569450404394 0.1788929953242529 0.008087554281662933 0.20641146500878355 0.008087554281662827 0.20641146500878363
9.723 0.007887971815406054 0.1789009764886754 0.007887971815405955 0.17890097648867548 0.008071918805021342 0.20641661618143622 0.008071918805021245 0.20641661618143642
