# k  E-E0  [30sites Np=5 V1=1.0 V2=0.0 V3=0.0 t'=0.2]
5  0.0000000000
10  0.0000000000
0  0.0002371268
1  0.1364205293
14  0.1364205293
11  0.1364817119
4  0.1364817119
9  0.1395136986
6  0.1395136986
13  0.1400298235
2  0.1400298235
3  0.1403407540
12  0.1403407540
8  0.1549301036
7  0.1549301036
8  0.1609885609
7  0.1609885609
9  0.1712710201
6  0.1712710201
3  0.1745382239
12  0.1745382239
0  0.1750496225
4  0.1753104086
11  0.1753104086
10  0.1756347077
5  0.1756347077
1  0.1794090252
14  0.1794090252
13  0.1811722308
2  0.1811722308
0  0.2056791972
14  0.2076268203
1  0.2076268203
10  0.2107266778
5  0.2107266778
3  0.2216169576
12  0.2216169576
8  0.2224304811
7  0.2224304811
2  0.2230558175
13  0.2230558175
4  0.2242029811
11  0.2242029811
6  0.2297647305
9  0.2297647305
5  0.2361554425
10  0.2361554425
13  0.2455109271
2  0.2455109271
5  0.2519569598
10  0.2519569598
12  0.2577687956
3  0.2577687956
0  0.2586374450
7  0.2637473792
8  0.2637473792
6  0.2730338782
9  0.2730338782
11  0.2747018415
4  0.2747018415
7  0.2802185305
8  0.2802185305
12  0.2861816050
3  0.2861816050
0  0.2887035975
13  0.2914667238
2  0.2914667238
1  0.3037643884
14  0.3037643884
14  0.3117250928
1  0.3117250928
0  0.3229368859
6  0.3340572714
9  0.3340572714
3  0.3385052743
12  0.3385052743
4  0.3410013547
11  0.3410013547
14  0.3425653044
1  0.3425653044
10  0.3437267625
5  0.3437267625
13  0.3481430409
2  0.3481430409
7  0.3498776551
8  0.3498776551
9  0.3509766755
6  0.3509766755
11  0.3531200578
4  0.3531200578
7  0.3637167281
8  0.3637167281
12  0.3643513760
3  0.3643513760
13  0.3646511725
2  0.3646511725
0  0.3648522021
0  0.3651558689
10  0.3661936614
5  0.3661936614
6  0.3765129502
9  0.3765129502
4  0.3767245626
11  0.3767245626
8  0.3796797013
7  0.3796797013
10  0.3822030494
5  0.3822030494
2  0.3842493097
13  0.3842493097
14  0.3875886875
1  0.3875886875
3  0.3885901348
12  0.3885901348
4  0.3920192790
11  0.3920192790
1  0.4021364105
14  0.4021364105
6  0.4031326241
9  0.4031326241
